subject,bing_id,child_age_group,age_in_months,block_number,trial_number,block_type,trial_type,block_background,block_deviant,deviant_position,stimulus_displayed,trial_looking_time,task_type,task_question_type,task_question_response,participant_type
SS1649708928997,bb789,4,57.72,1,3,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_19_A_b.gif,4150.799999952316,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,1,4,complex_dissimilar,deviant,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_15_A_b.gif,4410.300000071526,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,1,5,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_19_A_b.gif,4075.600000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,1,6,complex_dissimilar,background,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_15_A_b.gif,4,images/stimuli/complex_19_A_b.gif,3024.600000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,2,1,complex_dissimilar,background,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_20_A_b.gif,4,images/stimuli/complex_23_A_b.gif,3530.7000000476837,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,2,2,complex_dissimilar,background,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_20_A_b.gif,4,images/stimuli/complex_23_A_b.gif,3578.600000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,2,3,complex_dissimilar,background,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_20_A_b.gif,4,images/stimuli/complex_23_A_b.gif,4316.100000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,2,4,complex_dissimilar,deviant,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_20_A_b.gif,4,images/stimuli/complex_20_A_b.gif,2760,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,2,5,complex_dissimilar,background,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_20_A_b.gif,4,images/stimuli/complex_23_A_b.gif,4189.100000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,2,6,complex_dissimilar,background,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_20_A_b.gif,4,images/stimuli/complex_23_A_b.gif,2148.7999999523163,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,3,1,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,4357.899999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,3,2,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,5129,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,3,3,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,2028.600000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,3,4,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,2210,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,3,5,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,8687.400000095367,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,3,6,complex_dissimilar,deviant,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_02_A_a.gif,1915.899999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,4,1,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_06_A_a.gif,NA,images/stimuli/complex_18_A_b.gif,4789.5,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,4,2,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_06_A_a.gif,NA,images/stimuli/complex_18_A_b.gif,2953,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,4,3,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_06_A_a.gif,NA,images/stimuli/complex_18_A_b.gif,1119.1999999284744,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,4,4,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_06_A_a.gif,NA,images/stimuli/complex_18_A_b.gif,2435.7999999523163,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,4,5,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_06_A_a.gif,NA,images/stimuli/complex_18_A_b.gif,2028.100000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,4,6,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_06_A_a.gif,NA,images/stimuli/complex_18_A_b.gif,3410.7000000476837,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,5,1,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_12_A_a.gif,NA,images/stimuli/complex_11_A_a.gif,3276.7999999523163,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,5,2,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_12_A_a.gif,NA,images/stimuli/complex_11_A_a.gif,1493.399999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,5,3,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_12_A_a.gif,NA,images/stimuli/complex_11_A_a.gif,7909.299999952316,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,5,4,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_12_A_a.gif,NA,images/stimuli/complex_11_A_a.gif,4412.799999952316,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,5,5,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_12_A_a.gif,NA,images/stimuli/complex_11_A_a.gif,2345.100000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,5,6,complex_dissimilar,background,images/stimuli/complex_11_A_a.gif,images/stimuli/complex_12_A_a.gif,NA,images/stimuli/complex_11_A_a.gif,2292.399999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,6,1,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_04_A_a.gif,2,images/stimuli/complex_14_A_b.gif,4532.900000095367,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,6,2,complex_dissimilar,deviant,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_04_A_a.gif,2,images/stimuli/complex_04_A_a.gif,1638.7999999523165,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,6,3,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_04_A_a.gif,2,images/stimuli/complex_14_A_b.gif,3480.399999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,6,4,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_04_A_a.gif,2,images/stimuli/complex_14_A_b.gif,2911,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,6,5,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_04_A_a.gif,2,images/stimuli/complex_14_A_b.gif,3327.599999904633,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,6,6,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_04_A_a.gif,2,images/stimuli/complex_14_A_b.gif,1144.3000000715256,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,7,1,complex_dissimilar,background,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_22_A_b.gif,2,images/stimuli/complex_10_A_b.gif,3792.3000000715256,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,7,2,complex_dissimilar,deviant,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_22_A_b.gif,2,images/stimuli/complex_22_A_b.gif,3690.799999952316,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,7,3,complex_dissimilar,background,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_22_A_b.gif,2,images/stimuli/complex_10_A_b.gif,3374.5,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,7,4,complex_dissimilar,background,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_22_A_b.gif,2,images/stimuli/complex_10_A_b.gif,3914.100000023842,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,7,5,complex_dissimilar,background,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_22_A_b.gif,2,images/stimuli/complex_10_A_b.gif,4298.399999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,7,6,complex_dissimilar,background,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_22_A_b.gif,2,images/stimuli/complex_10_A_b.gif,2321.8000000715256,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,8,1,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_03_A_a.gif,6,images/stimuli/complex_01_A_b.gif,4047.5,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,8,2,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_03_A_a.gif,6,images/stimuli/complex_01_A_b.gif,3144.899999976158,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,8,3,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_03_A_a.gif,6,images/stimuli/complex_01_A_b.gif,2147.7999999523163,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,8,4,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_03_A_a.gif,6,images/stimuli/complex_01_A_b.gif,3027.2000000476837,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,8,5,complex_dissimilar,background,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_03_A_a.gif,6,images/stimuli/complex_01_A_b.gif,3669.5,NA,NA,NA,kids
SS1649708928997,bb789,4,57.72,8,6,complex_dissimilar,deviant,images/stimuli/complex_01_A_b.gif,images/stimuli/complex_03_A_a.gif,6,images/stimuli/complex_03_A_a.gif,3832.299999952316,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,1,1,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_10_A_b.gif,2,images/stimuli/complex_15_A_b.gif,8844.400000095367,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,1,2,complex_dissimilar,deviant,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_10_A_b.gif,2,images/stimuli/complex_10_A_b.gif,7287.299999952316,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,1,3,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_10_A_b.gif,2,images/stimuli/complex_15_A_b.gif,6594.5,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,1,4,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_10_A_b.gif,2,images/stimuli/complex_15_A_b.gif,2455.5,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,1,5,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_10_A_b.gif,2,images/stimuli/complex_15_A_b.gif,1419,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,1,6,complex_dissimilar,background,images/stimuli/complex_15_A_b.gif,images/stimuli/complex_10_A_b.gif,2,images/stimuli/complex_15_A_b.gif,887.2999999523163,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,2,1,complex_dissimilar,background,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_04_A_a.gif,NA,images/stimuli/complex_05_A_b.gif,4563.300000071526,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,2,2,complex_dissimilar,background,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_04_A_a.gif,NA,images/stimuli/complex_05_A_b.gif,1703.1999999284744,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,2,3,complex_dissimilar,background,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_04_A_a.gif,NA,images/stimuli/complex_05_A_b.gif,1135,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,2,4,complex_dissimilar,background,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_04_A_a.gif,NA,images/stimuli/complex_05_A_b.gif,719.2999999523163,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,2,5,complex_dissimilar,background,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_04_A_a.gif,NA,images/stimuli/complex_05_A_b.gif,786.7999999523163,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,2,6,complex_dissimilar,background,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_04_A_a.gif,NA,images/stimuli/complex_05_A_b.gif,2238.2000000476837,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,3,1,complex_dissimilar,background,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_22_A_a.gif,2,images/stimuli/complex_13_A_b.gif,5303.799999952316,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,3,2,complex_dissimilar,deviant,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_22_A_a.gif,2,images/stimuli/complex_22_A_a.gif,3619.5,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,3,3,complex_dissimilar,background,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_22_A_a.gif,2,images/stimuli/complex_13_A_b.gif,1040.3000000715256,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,3,4,complex_dissimilar,background,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_22_A_a.gif,2,images/stimuli/complex_13_A_b.gif,706.2000000476837,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,3,5,complex_dissimilar,background,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_22_A_a.gif,2,images/stimuli/complex_13_A_b.gif,761.6999999284744,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,3,6,complex_dissimilar,background,images/stimuli/complex_13_A_b.gif,images/stimuli/complex_22_A_a.gif,2,images/stimuli/complex_13_A_b.gif,542.5,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,4,1,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_03_A_b.gif,4,images/stimuli/complex_18_A_b.gif,6621.399999976158,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,4,2,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_03_A_b.gif,4,images/stimuli/complex_18_A_b.gif,1461.899999976158,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,4,3,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_03_A_b.gif,4,images/stimuli/complex_18_A_b.gif,647.6000000238419,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,4,4,complex_dissimilar,deviant,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_03_A_b.gif,4,images/stimuli/complex_03_A_b.gif,611.6000000238419,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,4,5,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_03_A_b.gif,4,images/stimuli/complex_18_A_b.gif,864.8999999761581,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,4,6,complex_dissimilar,background,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_03_A_b.gif,4,images/stimuli/complex_18_A_b.gif,9920.199999928474,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,5,1,complex_dissimilar,background,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_21_A_a.gif,6,images/stimuli/complex_08_A_a.gif,3055.1999999284744,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,5,2,complex_dissimilar,background,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_21_A_a.gif,6,images/stimuli/complex_08_A_a.gif,1253.6999999284744,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,5,3,complex_dissimilar,background,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_21_A_a.gif,6,images/stimuli/complex_08_A_a.gif,500.39999997615814,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,5,4,complex_dissimilar,background,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_21_A_a.gif,6,images/stimuli/complex_08_A_a.gif,5084.699999928474,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,5,5,complex_dissimilar,background,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_21_A_a.gif,6,images/stimuli/complex_08_A_a.gif,658.9000000953674,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,5,6,complex_dissimilar,deviant,images/stimuli/complex_08_A_a.gif,images/stimuli/complex_21_A_a.gif,6,images/stimuli/complex_21_A_a.gif,1087.899999976158,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,6,1,complex_dissimilar,background,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_17_A_a.gif,6,images/stimuli/complex_02_A_b.gif,5944.800000071526,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,6,2,complex_dissimilar,background,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_17_A_a.gif,6,images/stimuli/complex_02_A_b.gif,941,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,6,3,complex_dissimilar,background,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_17_A_a.gif,6,images/stimuli/complex_02_A_b.gif,706.7000000476837,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,6,4,complex_dissimilar,background,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_17_A_a.gif,6,images/stimuli/complex_02_A_b.gif,3665.899999976158,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,6,5,complex_dissimilar,background,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_17_A_a.gif,6,images/stimuli/complex_02_A_b.gif,501.2999999523163,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,6,6,complex_dissimilar,deviant,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_17_A_a.gif,6,images/stimuli/complex_17_A_a.gif,5170.600000023842,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,7,1,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_07_A_a.gif,NA,images/stimuli/complex_16_A_a.gif,2202.5,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,7,2,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_07_A_a.gif,NA,images/stimuli/complex_16_A_a.gif,554.6000000238419,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,7,3,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_07_A_a.gif,NA,images/stimuli/complex_16_A_a.gif,788.8999999761581,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,7,4,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_07_A_a.gif,NA,images/stimuli/complex_16_A_a.gif,540.2000000476837,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,7,5,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_07_A_a.gif,NA,images/stimuli/complex_16_A_a.gif,1999.5,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,7,6,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_07_A_a.gif,NA,images/stimuli/complex_16_A_a.gif,1113.100000023842,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,8,1,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_14_A_b.gif,14275.100000023842,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,8,2,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_14_A_b.gif,821,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,8,3,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_14_A_b.gif,885.6999999284744,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,8,4,complex_dissimilar,deviant,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_09_A_b.gif,1146,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,8,5,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_14_A_b.gif,514.1000000238419,NA,NA,NA,kids
SS1649710671023,bb790,4,57.36,8,6,complex_dissimilar,background,images/stimuli/complex_14_A_b.gif,images/stimuli/complex_09_A_b.gif,4,images/stimuli/complex_14_A_b.gif,770.8999999761581,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,1,1,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_21_A_b.gif,NA,images/stimuli/complex_18_A_a.gif,17648.5,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,1,2,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_21_A_b.gif,NA,images/stimuli/complex_18_A_a.gif,7640.700000047684,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,1,3,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_21_A_b.gif,NA,images/stimuli/complex_18_A_a.gif,1873,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,1,4,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_21_A_b.gif,NA,images/stimuli/complex_18_A_a.gif,7720.5,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,1,5,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_21_A_b.gif,NA,images/stimuli/complex_18_A_a.gif,3306.399999976158,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,1,6,complex_dissimilar,background,images/stimuli/complex_18_A_a.gif,images/stimuli/complex_21_A_b.gif,NA,images/stimuli/complex_18_A_a.gif,2264.599999904633,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,2,1,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_14_A_b.gif,NA,images/stimuli/complex_12_A_b.gif,1950.3000000715256,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,2,2,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_14_A_b.gif,NA,images/stimuli/complex_12_A_b.gif,1069.2999999523165,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,2,3,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_14_A_b.gif,NA,images/stimuli/complex_12_A_b.gif,559.2999999523163,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,2,4,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_14_A_b.gif,NA,images/stimuli/complex_12_A_b.gif,1796.5,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,2,5,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_14_A_b.gif,NA,images/stimuli/complex_12_A_b.gif,1666.600000023842,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,2,6,complex_dissimilar,background,images/stimuli/complex_12_A_b.gif,images/stimuli/complex_14_A_b.gif,NA,images/stimuli/complex_12_A_b.gif,864.2000000476837,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,3,1,complex_dissimilar,background,images/stimuli/complex_22_A_b.gif,images/stimuli/complex_23_A_b.gif,2,images/stimuli/complex_22_A_b.gif,2894.6999999284744,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,3,2,complex_dissimilar,deviant,images/stimuli/complex_22_A_b.gif,images/stimuli/complex_23_A_b.gif,2,images/stimuli/complex_23_A_b.gif,694.6000000238419,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,3,3,complex_dissimilar,background,images/stimuli/complex_22_A_b.gif,images/stimuli/complex_23_A_b.gif,2,images/stimuli/complex_22_A_b.gif,1005.5,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,3,4,complex_dissimilar,background,images/stimuli/complex_22_A_b.gif,images/stimuli/complex_23_A_b.gif,2,images/stimuli/complex_22_A_b.gif,1058.399999976158,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,3,5,complex_dissimilar,background,images/stimuli/complex_22_A_b.gif,images/stimuli/complex_23_A_b.gif,2,images/stimuli/complex_22_A_b.gif,526.8999999761581,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,3,6,complex_dissimilar,background,images/stimuli/complex_22_A_b.gif,images/stimuli/complex_23_A_b.gif,2,images/stimuli/complex_22_A_b.gif,1684.399999976158,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,4,1,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,5524.200000047684,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,4,2,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,963,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,4,3,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,1200.0999999046326,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,4,4,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,677.8999999761581,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,4,5,complex_dissimilar,background,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_16_A_a.gif,590.8999999761581,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,4,6,complex_dissimilar,deviant,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_02_A_a.gif,6,images/stimuli/complex_02_A_a.gif,3266.7000000476837,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,5,1,complex_dissimilar,background,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,4,images/stimuli/complex_01_A_a.gif,10117.899999976158,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,5,2,complex_dissimilar,background,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,4,images/stimuli/complex_01_A_a.gif,4303.700000047684,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,5,3,complex_dissimilar,background,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,4,images/stimuli/complex_01_A_a.gif,655,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,5,4,complex_dissimilar,deviant,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,4,images/stimuli/complex_06_A_a.gif,1588.9000000953674,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,5,5,complex_dissimilar,background,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,4,images/stimuli/complex_01_A_a.gif,877.7000000476837,NA,NA,NA,kids
SS1649711596424,bb800,3,44.28,5,6,complex_dissimilar,background,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_06_A_a.gif,4,images/stimuli/complex_01_A_a.gif,3638.600000023842,NA,NA,NA,kids
