"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","9087623","0.0-0.0","SS1632059989228","","","","","","","","","","","","","","","",""
"","survey-text","1","9097011","0.0-1.0","SS1632059989228","9380.5","{""Age"":""287"",""Gender"":""F"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","9116983","0.0-2.0","SS1632059989228","19969.199999928474","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","9122046","0.0-3.0","SS1632059989228","5060.199999928474","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","9184729","0.0-4.0","SS1632059989228","62683.200000047684","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","5","9205338","0.0-5.0","SS1632059989228","20608.700000047684","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","6","9212289","0.0-6.0","SS1632059989228","6950","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","7","9217855","0.0-7.0","SS1632059989228","5565.899999976158","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","8","9232223","0.0-8.0","SS1632059989228","14367.5","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","9","9291735","0.0-9.0","SS1632059989228","59511.300000071526","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","instructions","10","9297990","0.0-10.0","SS1632059989228","6254.399999976158","","","","[{""page_index"":0,""viewing_time"":6254}]","","","","","","","","","","",""
"","video-keyboard-response","11","9302638","0.0-11.0","SS1632059989228","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","9304713","0.0-12.0-0.0","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","9310721","0.0-12.0-1.0","SS1632059989228","null","","","null","","trial","","1000","1000","18","0","Std","stimuli/images/spore_stims/simple_11_A.gif","3","",""
"","html-keyboard-response","14","9312736","0.0-12.0-0.1","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","9318740","0.0-12.0-1.1","SS1632059989228","null","","","null","","trial","","1000","1000","18","0","Std","stimuli/images/spore_stims/simple_11_A.gif","3","",""
"","html-keyboard-response","16","9319662","0.0-12.0-0.2","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","17","9325672","0.0-12.0-1.2","SS1632059989228","null","","","null","","trial","","1000","1000","18","0","Std","stimuli/images/spore_stims/simple_11_A.gif","3","",""
"","html-keyboard-response","18","9326266","0.0-12.0-0.3","SS1632059989228","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","19","9341690","0.0-12.0-1.3","SS1632059989228","35972.89999997616","","","40","","trial","","1000","36972.89999997616","18","0","Std","stimuli/images/spore_stims/simple_11_A.gif","3","",""
"","html-keyboard-response","20","9343371","0.0-13.0","SS1632059989228","1680","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""1200"" height = ""918"" ></p>","40","","between_block","","","","","","","","","",""
"","video-keyboard-response","21","9348021","0.0-14.0","SS1632059989228","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","22","9348556","0.0-15.0-0.0","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","23","9354566","0.0-15.0-1.0","SS1632059989228","null","","","null","","trial","","1000","1000","18","1","Dev","stimuli/images/spore_stims/simple_08_A.gif","3","",""
"","html-keyboard-response","24","9355167","0.0-15.0-0.1","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","25","9361178","0.0-15.0-1.1","SS1632059989228","null","","","null","","trial","","1000","1000","18","1","Dev","stimuli/images/spore_stims/simple_08_A.gif","3","",""
"","html-keyboard-response","26","9363519","0.0-15.0-0.2","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","27","9369526","0.0-15.0-1.2","SS1632059989228","null","","","null","","trial","","1000","1000","18","1","Dev","stimuli/images/spore_stims/simple_08_A.gif","3","",""
"","html-keyboard-response","28","9370151","0.0-15.0-0.3","SS1632059989228","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","29","9379598","0.0-15.0-1.3","SS1632059989228","30035.799999952316","","","40","","trial","","1000","31035.799999952316","18","1","Dev","stimuli/images/spore_stims/simple_07_A.gif","3","",""
"","html-keyboard-response","30","9384391","0.0-16.0","SS1632059989228","4792.199999928474","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""1200"" height = ""918"" ></p>","40","","between_block","","","","","","","","","",""
"","video-keyboard-response","31","9389034","0.0-17.0","SS1632059989228","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","32","9389781","0.0-18.0-0.0","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","33","9395787","0.0-18.0-1.0","SS1632059989228","null","","","null","","trial","","1000","1000","18","2","Dev","stimuli/images/spore_stims/simple_09_A.gif","7","",""
"","html-keyboard-response","34","9396408","0.0-18.0-0.1","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","35","9402415","0.0-18.0-1.1","SS1632059989228","null","","","null","","trial","","1000","1000","18","2","Dev","stimuli/images/spore_stims/simple_09_A.gif","7","",""
"","html-keyboard-response","36","9403059","0.0-18.0-0.2","SS1632059989228","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","37","9409067","0.0-18.0-1.2","SS1632059989228","null","","","null","","trial","","1000","1000","18","2","Dev","stimuli/images/spore_stims/simple_09_A.gif","7","",""
