subject,block_number,block_type,forced_exposure_time,trial_number,item_type,trial_type,trial_complexity,item_id,rt,exposure_type,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position,memory_false_stimulus,memory_true_stimulus
SS1627326510942,3,complex_dissimilar,90,6,background,background,complex,NA,353.5999999642372,forced_short,first half,1,background,2,NA,TRUE,TRUE
SS1627326510942,4,complex_dissimilar,450,1,background,background,complex,NA,1261.0999999642372,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,4,complex_dissimilar,450,2,background,background,complex,NA,7890.100000023842,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,4,complex_dissimilar,450,3,background,background,complex,NA,274.80000001192093,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,4,complex_dissimilar,450,4,background,background,complex,NA,256.89999997615814,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,4,complex_dissimilar,450,5,background,background,complex,NA,390.89999997615814,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,4,complex_dissimilar,450,6,background,background,complex,NA,829.8999999761581,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,5,complex_dissimilar,640,1,background,background,complex,NA,939.8999999761581,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326510942,5,complex_dissimilar,640,2,dissimilar deviant,deviant,complex,NA,1482.3999999761581,forced_short,second half,2,first_deviant,2,5,TRUE,TRUE
SS1627326510942,5,complex_dissimilar,640,3,background,background,complex,NA,248.5,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326510942,5,complex_dissimilar,640,4,background,background,complex,NA,797.8999999761581,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326510942,5,complex_dissimilar,640,5,dissimilar deviant,deviant,complex,NA,63.30000001192093,forced_short,second half,2,second_deviant,2,5,TRUE,TRUE
SS1627326510942,6,complex_dissimilar,780,1,background,background,complex,NA,487.2000000476837,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,6,complex_dissimilar,780,2,background,background,complex,NA,480.69999998807907,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,6,complex_dissimilar,780,3,background,background,complex,NA,336.89999997615814,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,6,complex_dissimilar,780,4,background,background,complex,NA,364.5,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,6,complex_dissimilar,780,5,background,background,complex,NA,161.5,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326510942,7,complex_dissimilar,190,1,background,background,complex,NA,549.1999999880791,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326510942,7,complex_dissimilar,190,2,background,background,complex,NA,1361.9000000357628,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326510942,7,complex_dissimilar,190,3,dissimilar deviant,deviant,complex,NA,1657.8999999761581,forced_short,second half,2,first_deviant,3,6,TRUE,TRUE
SS1627326510942,7,complex_dissimilar,190,4,background,background,complex,NA,102.80000001192093,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326510942,7,complex_dissimilar,190,5,background,background,complex,NA,613.4000000357628,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326510942,7,complex_dissimilar,190,6,dissimilar deviant,deviant,complex,NA,539,forced_short,second half,2,second_deviant,3,6,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,1,background,background,complex,NA,3290.0999999046326,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,2,background,background,complex,NA,16512.60000014305,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,3,dissimilar deviant,deviant,complex,NA,10953.200000047684,forced_short,first half,2,first_deviant,3,5,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,4,background,background,complex,NA,4580.200000047684,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,5,dissimilar deviant,deviant,complex,NA,6231.800000190735,forced_short,first half,2,second_deviant,3,5,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,6,background,background,complex,NA,12535.200000047684,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326514305,0,complex_dissimilar,810,7,background,background,complex,NA,4017.9000000953674,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,1,background,background,complex,NA,1771.9000000953674,forced_short,first half,2,background,4,6,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,2,background,background,complex,NA,5906,forced_short,first half,2,background,4,6,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,3,background,background,complex,NA,1690.5999999046326,forced_short,first half,2,background,4,6,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,4,dissimilar deviant,deviant,complex,NA,5811.200000047684,forced_short,first half,2,first_deviant,4,6,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,5,background,background,complex,NA,3464.9000000953674,forced_short,first half,2,background,4,6,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,6,dissimilar deviant,deviant,complex,NA,3476.300000190735,forced_short,first half,2,second_deviant,4,6,TRUE,TRUE
SS1627326514305,1,complex_dissimilar,580,7,background,background,complex,NA,2083.7999999523163,forced_short,first half,2,background,4,6,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,1,background,background,complex,NA,2397.7000000476837,forced_short,first half,2,background,4,7,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,2,background,background,complex,NA,4638.700000047684,forced_short,first half,2,background,4,7,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,3,background,background,complex,NA,4423.099999904633,forced_short,first half,2,background,4,7,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,4,dissimilar deviant,deviant,complex,NA,11282.700000047684,forced_short,first half,2,first_deviant,4,7,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,5,background,background,complex,NA,1732.1999998092651,forced_short,first half,2,background,4,7,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,6,background,background,complex,NA,640.2000000476837,forced_short,first half,2,background,4,7,TRUE,TRUE
SS1627326514305,2,complex_dissimilar,170,7,dissimilar deviant,deviant,complex,NA,915.5,forced_short,first half,2,second_deviant,4,7,TRUE,TRUE
SS1627326514305,3,complex_dissimilar,980,1,background,background,complex,NA,2642.7000000476837,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326514305,3,complex_dissimilar,980,2,background,background,complex,NA,4622.600000143051,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326514305,3,complex_dissimilar,980,3,background,background,complex,NA,1545.9000000953674,forced_short,first half,0,background,NA,NA,TRUE,TRUE
