,subject,prolific_id,trial_type,rt,background,deviant,block_type,trial_index,fam_trial,total_rt,response,question_order,rating_type
0,SS1693371009535,,preload,,,,,0,,,,,
1,SS1693371009548,,preload,,,,,0,,,,,
2,SS1693371009548,,fullscreen,,,,,1,,,,,
3,SS1693371009548,,instructions,2825.0,,,,2,,,,,
4,SS1693371009548,,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,3,1.0,,,,
5,SS1693371009548,,curtain-display,1950.0,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,4,1.0,2450.0,,,
6,SS1693371009548,,survey-likert,7441.0,,,,5,,,{'Q0': 2},[0],background
7,SS1693371009548,,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,6,3.0,,,,
8,SS1693371009548,,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,7,3.0,,,,
9,SS1693371009548,,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,8,3.0,,,,
10,SS1693371009548,,curtain-display,1800.0,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,9,3.0,2300.0,,,
11,SS1693371009548,,survey-likert,1676.0,,,,10,,,{'Q0': 3},[0],background
12,SS1693371009548,,curtain-display,,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,11,9.0,,,,
13,SS1693371009548,,curtain-display,,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,12,9.0,,,,
14,SS1693371009548,,curtain-display,,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,13,9.0,,,,
15,SS1693371009548,,curtain-display,,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,14,9.0,,,,
16,SS1693371802779,,preload,,,,,0,,,,,
17,SS1693371802763,,preload,,,,,0,,,,,
18,SS1693371802779,,fullscreen,,,,,1,,,,,
19,SS1693371802779,,instructions,1205.0,,,,2,,,,,
20,SS1693372480563,,preload,,,,,0,,,,,
21,SS1693372480554,,preload,,,,,0,,,,,
22,SS1693372480563,,fullscreen,,,,,1,,,,,
23,SS1693371802779,,curtain-display,850109.0,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,all_background,4,1.0,850609.0,,,
24,SS1693417708126,,preload,,,,,0,,,,,
25,SS1693417708136,,preload,,,,,0,,,,,
26,SS1693417744875,,preload,,,,,0,,,,,
27,SS1693417744866,,preload,,,,,0,,,,,
28,SS1693418088872,,preload,,,,,0,,,,,
29,SS1693418088862,,preload,,,,,0,,,,,
30,SS1693418096867,,preload,,,,,0,,,,,
31,SS1693418096874,,preload,,,,,0,,,,,
32,SS1693458349629,,preload,,,,,0,,,,,
33,SS1693458349616,,preload,,,,,0,,,,,
34,SS1693458378625,,preload,,,,,0,,,,,
35,SS1693458378615,,preload,,,,,0,,,,,
36,SS1693458393620,,preload,,,,,0,,,,,
37,SS1693458393610,,preload,,,,,0,,,,,
38,SS1693458450625,,preload,,,,,0,,,,,
39,SS1693458450616,,preload,,,,,0,,,,,
40,SS1693491503549,,preload,,,,,0,,,,,
41,SS1693491503558,,preload,,,,,0,,,,,
42,SS1693492038560,,preload,,,,,0,,,,,
43,SS1693492038551,,preload,,,,,0,,,,,
44,SS1695409108942,,preload,,,,,0,,,,,
45,SS1695409108952,,preload,,,,,0,,,,,
46,SS1695409121223,,preload,,,,,0,,,,,
47,SS1695409121227,,preload,,,,,0,,,,,
48,SS1695409121227,,fullscreen,,,,,1,,,,,
49,SS1695409121227,,instructions,3168.0,,,,2,,,,,
50,SS1695409121227,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,3,1.0,,,,
51,SS1695409121227,,curtain-display,338.0,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,4,1.0,838.0,,,
52,SS1695409121227,,survey-likert,1961.0,,,,5,,,{'Q0': 2},[0],background
53,SS1695409121227,,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,all_background,6,3.0,,,,
54,SS1695409121227,,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,all_background,7,3.0,,,,
55,SS1695409121227,,curtain-display,,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,all_background,8,3.0,,,,
56,SS1695409121227,,curtain-display,1173.0,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,all_background,9,3.0,1673.0,,,
57,SS1695409121227,,survey-likert,107384.0,,,,10,,,{'Q0': 2},[0],background
58,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,11,9.0,,,,
59,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,12,9.0,,,,
60,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,13,9.0,,,,
61,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,14,9.0,,,,
62,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,15,9.0,,,,
63,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,16,9.0,,,,
64,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,17,9.0,,,,
65,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,18,9.0,,,,
66,SS1695409121227,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,all_background,19,9.0,,,,
