"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","2092","0.0-0.0","SS1669048954943","","","","","","","","","","","","","",""
"","survey-text","1","4790","0.0-1.0","SS1669048954943","2696.9000000059605","{""Age"":""226"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","11474","0.0-2.0","SS1669048954943","6683.29999999702","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","16356","0.0-3.0","SS1669048954943","4880.9000000059605","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","67001","0.0-4.0","SS1669048954943","50645.60000000894","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","81986","0.0-5.0","SS1669048954943","14984.40000000596","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","90130","0.0-6.0","SS1669048954943","8143.70000000298","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","102168","0.0-7.0","SS1669048954943","12038.09999999404","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","116206","0.0-8.0","SS1669048954943","14037.39999999106","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","128716","0.0-9.0","SS1669048954943","12510.09999999404","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","160734","0.0-10.0","SS1669048954943","32017.40000000596","","","","[{""page_index"":0,""viewing_time"":32017.09999999404}]","","","","","","","","",""
"","video-keyboard-response","11","178963","0.0-11.0","SS1669048954943","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","183631","0.0-12.0","SS1669048954943","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","238311","0.0-13.0","SS1669048954943","54677.90000000596","","[""stimuli/images/unity_stims/unitystims_003_Right_9fam_background_2_new.mp4""]","39","","trial","4","4","1","background","9","stimuli/images/unity_stims/unitystims_003_Right_9fam_background_2_new.mp4","",""
"","html-keyboard-response","14","239298","0.0-14.0","SS1669048954943","987","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","15","243940","0.0-15.0","SS1669048954943","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","266568","0.0-16.0","SS1669048954943","22626","","[""stimuli/images/unity_stims/unitystims_002_Right_3fam_background_1_new.mp4""]","39","","trial","4","4","2","background","3","stimuli/images/unity_stims/unitystims_002_Right_3fam_background_1_new.mp4","",""
"","html-keyboard-response","17","267761","0.0-17.0","SS1669048954943","1192.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","272397","0.0-18.0","SS1669048954943","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","333843","0.0-19.0","SS1669048954943","61445.5","","[""stimuli/images/unity_stims/unitystims_004_Left_9fam_deviant_2_new.mp4""]","39","","trial","4","4","3","deviant","9","stimuli/images/unity_stims/unitystims_004_Left_9fam_deviant_2_new.mp4","",""
"","html-keyboard-response","20","334943","0.0-20.0","SS1669048954943","1100.0999999940395","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","339591","0.0-21.0","SS1669048954943","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","354247","0.0-22.0","SS1669048954943","14655.5","","[""stimuli/images/unity_stims/unitystims_005_Left_1fam_deviant_1_new.mp4""]","39","","trial","4","4","4","deviant","1","stimuli/images/unity_stims/unitystims_005_Left_1fam_deviant_1_new.mp4","",""
"","html-keyboard-response","23","355012","0.0-23.0","SS1669048954943","764.7000000029802","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","24","359672","0.0-24.0","SS1669048954943","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","25","386782","0.0-25.0","SS1669048954943","27109.59999999404","","[""stimuli/images/unity_stims/unitystims_001_Right_1fam_background_1_new.mp4""]","32","","trial","4","4","5","background","1","stimuli/images/unity_stims/unitystims_001_Right_1fam_background_1_new.mp4","",""
"","video-keyboard-response","26","409908","0.0-26.0","SS1669048954943","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","27","417358","0.0-27.0","SS1669048954943","7450","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","28","445292","0.0-28.0","SS1669048954943","27933.79999999702","","","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
