"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","view_history","rt","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","responses","question_order","memory_question_stimuli","memory_block_index","stimulus","block_number","block_type","stimulus_displayed","stimulus_left","stimulus_right"
"true","fullscreen","0","6095","0.0-0.0","SS1627326800508","","","","","","","","","","","","","","","","","","","","",""
"","instructions","1","17719","0.0-1.0","SS1627326800508","[{""page_index"":0,""viewing_time"":11618.800000000047}]","11620.09999999986","","","","","","","","","","","","","","","","","","",""
"","instructions","2","32897","0.0-2.0","SS1627326800508","[{""page_index"":0,""viewing_time"":10674.899999999907},{""page_index"":1,""viewing_time"":2496.600000000093}]","13171.799999999814","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","3","40745","0.0-3.0","SS1627326800508","","7339.199999999953","","","40","500","7839.199999999953","null","null","self_paced","0","","","","","","","","","",""
"","instructions","4","43237","0.0-4.0","SS1627326800508","[{""page_index"":0,""viewing_time"":2489.0999999998603}]","2489.5999999998603","instructions","","","","","","","","","","","","","","","","","",""
"","stimuli-presentation","5","47631","0.0-5.0","SS1627326800508","","3886.399999999907","","","40","500","4386.399999999907","null","null","forced_short","500","","","","","","","","","",""
"","stimuli-presentation","6","50199","0.0-6.0","SS1627326800508","","2060.7000000001863","","","40","500","2560.7000000001863","null","null","forced_short","500","","","","","","","","","",""
"","instructions","7","56827","0.0-7.0","SS1627326800508","[{""page_index"":0,""viewing_time"":6625.5}]","6625.90000000014","instructions","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","8","61122","0.0-8.0","SS1627326800508","","4284.800000000047","memory_test_practice","","","","","","","","","{""Q0"":""Yes""}","[0]","images/practice/instructions_example_spore2.gif","0","","","","","",""
"","survey-multi-choice","9","64095","0.0-9.0","SS1627326800508","","2963.8000000000466","memory_test_practice","","","","","","","","","{""Q0"":""No""}","[0]","images/practice/instructions_example_spore0.gif","0","","","","","",""
"","instructions","10","71831","0.0-10.0","SS1627326800508","[{""page_index"":0,""viewing_time"":7048.40000000014},{""page_index"":1,""viewing_time"":679.6999999999534}]","7728.5","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","72692","0.0-11.0-0.0","SS1627326800508","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","12","75500","0.0-11.0-1.0","SS1627326800508","","2004.2000000001863","trial","","40","500","2504.2000000001863","images/stimuli/complex_04_A_a.gif","images/stimuli/complex_02_A_a.gif","forced_short","790","","","","","","0","complex_dissimilar","images/stimuli/complex_02_A_a.gif","",""
"","html-keyboard-response","13","76348","0.0-11.0-0.1","SS1627326800508","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
"","stimuli-presentation","14","78458","0.0-11.0-1.1","SS1627326800508","","1601.3000000000466","trial","","40","500","2101.3000000000466","images/stimuli/complex_04_A_a.gif","images/stimuli/complex_02_A_a.gif","forced_short","790","","","","","","0","complex_dissimilar","images/stimuli/complex_02_A_a.gif","",""
"","html-keyboard-response","15","79453","0.0-11.0-0.2","SS1627326800508","","null","","","null","","","","","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","",""
