"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":10067.540000018198}]","10068.440000002738","instructions","0","10070","0.0-0.0","SS1613081503116","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":16861.800000013318},{""page_index"":1,""viewing_time"":13207.954999990761}]","30069.985000009183","instructions","1","42148","0.0-1.0","SS1613081503116","instructions","","","","","","","","","","","","","","","","","","",""
"","14579.964999982622","sequential-stimulus-presentation","2","57540","0.0-2.0","SS1613081503116","","","40","800","15379.964999982622","null","null","","","","","","","","","","","","",""
"","7780.535000027157","sequential-stimulus-presentation","3","66137","0.0-3.0","SS1613081503116","","","40","800","8580.535000027157","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7800.884999975096}]","7801.1149999802","instructions","4","73940","0.0-4.0","SS1613081503116","instructions","","","","","","","","","","","","","","","","","","",""
"","24499.714999983553","html-keyboard-response","5","98442","0.0-5.0","SS1613081503116","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","4700.040000025183","sequential-stimulus-presentation","6","103954","0.0-6.0","SS1613081503116","pref_reveal","","40","800","5500.040000025183","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":20800.73000001721},{""page_index"":1,""viewing_time"":9812.22500000149},{""page_index"":2,""viewing_time"":2035.8449999475852},{""page_index"":3,""viewing_time"":1752.0550000481308}]","34401.07500000158","instructions","7","138356","0.0-7.0","SS1613081503116","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","139408","0.0-8.0-0.0","SS1613081503116","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","5332.909999997355","sequential-stimulus-presentation","9","145546","0.0-8.0-1.0","SS1613081503116","trial","","40","800","6132.909999997355","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","right","","","","",""
"","null","html-keyboard-response","10","146613","0.0-8.0-0.1","SS1613081503116","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2935.1299999980256","sequential-stimulus-presentation","11","150363","0.0-8.0-1.1","SS1613081503116","trial","","40","800","3735.1299999980256","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","right","","","","",""
"","null","html-keyboard-response","12","151558","0.0-8.0-0.2","SS1613081503116","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","4385.360000014771","sequential-stimulus-presentation","13","156754","0.0-8.0-1.2","SS1613081503116","trial","","40","800","5185.360000014771","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","right","","","","",""
