subject,trial_looking_time,block_number,block_type,stim_type_selected
SS1613079862584,12632,0,complex_similar,novel
SS1613079862584,4192,1,simple_dissimilar,novel
SS1613079862584,5208,2,complex_similar,deviant
SS1613079862584,3586,3,simple_similar,deviant
SS1613079862584,3183,4,complex_dissimilar,novel
SS1613079862584,1926,5,simple_similar,deviant
SS1613079862584,2191,6,complex_similar,deviant
SS1613079862584,2736,7,complex_dissimilar,deviant
SS1613079862584,2347,8,complex_dissimilar,novel
SS1613079862584,2245,9,complex_dissimilar,novel
SS1613079862584,2250,10,simple_dissimilar,novel
SS1613079862584,2241,11,complex_similar,novel
SS1613079862584,2047,12,simple_similar,novel
SS1613079862584,1551,13,simple_similar,deviant
SS1613079862584,2826,14,complex_similar,novel
SS1613079862584,2251,15,simple_dissimilar,novel
SS1613079862584,2556,16,simple_similar,novel
SS1613079862584,2212,17,simple_dissimilar,novel
SS1613079862584,2247,18,simple_dissimilar,novel
SS1613079862584,2317,19,complex_dissimilar,novel
SS1613079878836,5429.000000000815,0,simple_similar,novel
SS1613079878836,22263.995000005525,1,complex_similar,novel
SS1613079878836,953.7200000020675,2,complex_similar,novel
SS1613079878836,977.5850000049104,3,simple_similar,background
SS1613079878836,1724.6449999991455,4,simple_dissimilar,background
SS1613079878836,1157.0850000032806,5,simple_similar,deviant
SS1613079878836,2365.055000006396,6,complex_similar,novel
SS1613079878836,836.6250000006403,7,simple_similar,background
SS1613079878836,835.6249999967986,8,complex_similar,deviant
SS1613079878836,844.6099999973085,9,complex_dissimilar,novel
SS1613079878836,1099.6500000008382,10,simple_dissimilar,background
SS1613079878836,859.8350000000792,11,complex_dissimilar,background
SS1613079878836,916.235000001383,12,simple_dissimilar,background
SS1613079878836,894.039999996312,13,complex_dissimilar,novel
SS1613079878836,931.8050000045914,14,simple_dissimilar,novel
SS1613079878836,834.6999999965774,15,complex_dissimilar,deviant
SS1613079878836,811.8900000016438,16,complex_similar,deviant
SS1613079878836,1035.8099999983096,17,simple_dissimilar,background
SS1613079878836,1344.194999994943,18,complex_dissimilar,novel
SS1613079878836,955.9100000013132,19,simple_similar,novel
SS1613079878933,2828.519999999844,0,simple_similar,novel
SS1613079878933,8287.91500000516,1,simple_dissimilar,novel
SS1613079878933,9405.52500000631,2,complex_similar,novel
SS1613079878933,8925.315000004775,3,simple_similar,novel
SS1613079878933,11898.525000001246,4,complex_similar,novel
SS1613079878933,29452.630000004137,5,simple_dissimilar,novel
SS1613079878933,5131.914999995206,6,complex_dissimilar,novel
SS1613079878933,5644.420000001264,7,simple_dissimilar,novel
SS1613079878933,9307.505000001402,8,complex_dissimilar,novel
SS1613079878933,11996.524999999441,9,complex_dissimilar,novel
SS1613079878933,4874.489999999059,10,complex_similar,deviant
SS1613079878933,10491.054999995744,11,simple_dissimilar,novel
SS1613079878933,1724.1150000016205,12,simple_dissimilar,novel
SS1613079878933,3818.949999997858,13,complex_similar,novel
SS1613079878933,4379.375000001164,14,complex_dissimilar,novel
SS1613079878933,3209.715000001481,15,simple_similar,novel
SS1613079878933,2189.8449999978766,16,simple_similar,novel
SS1613079878933,2617.9200000013225,17,simple_similar,novel
SS1613079878933,2938.850000002887,18,complex_similar,novel
SS1613079878933,2347.4900000044145,19,complex_dissimilar,novel
SS1613079892573,5764.000000007218,0,complex_dissimilar,novel
SS1613079892573,7088.999999989755,1,simple_similar,novel
SS1613079892573,7103.9999999746215,2,simple_dissimilar,novel
SS1613079892573,6556.999999983236,3,complex_dissimilar,novel
SS1613079892573,7408.99999999674,4,complex_dissimilar,novel
SS1613079892573,7639.9999999965075,5,complex_dissimilar,novel
SS1613079892573,7874.999999982538,6,simple_dissimilar,novel
SS1613079892573,8893.000000022585,7,complex_similar,novel
SS1613079892573,7258.000000013271,8,complex_similar,novel
SS1613079892573,5525.999999995111,9,complex_dissimilar,novel
SS1613079892573,5242.000000010012,10,simple_similar,novel
SS1613079892573,5490.000000002328,11,simple_dissimilar,novel
SS1613079892573,6914.999999990687,12,simple_dissimilar,novel
SS1613079892573,7874.000000022352,13,simple_dissimilar,novel
SS1613079892573,7263.000000017928,14,complex_similar,novel
SS1613079892573,5650.000000005821,15,simple_similar,novel
SS1613079892573,6781.999999989057,16,simple_similar,novel
SS1613079892573,6960.999999992782,17,complex_similar,novel
SS1613079892573,6931.00000002305,18,complex_similar,novel
SS1613079892573,6349.9999999883585,19,simple_similar,novel
SS1613079895352,4719.949999999517,0,simple_similar,novel
SS1613079895352,4765.709999998566,1,simple_similar,novel
SS1613079895352,5241.865000000689,2,complex_similar,novel
SS1613079895352,7369.475000000268,3,simple_similar,novel
SS1613079895352,5358.965000000142,4,complex_dissimilar,novel
SS1613079895352,5870.874999999418,5,simple_similar,novel
SS1613079895352,2956.794999998936,6,simple_dissimilar,novel
SS1613079895352,4603.335000000545,7,complex_similar,novel
SS1613079895352,5025.919999998936,8,simple_dissimilar,novel
SS1613079895352,4673.689999998547,9,complex_similar,novel
SS1613079895352,8559.404999998864,10,complex_similar,novel
SS1613079895352,3798.645000001532,11,complex_dissimilar,novel
SS1613079895352,4073.8349999999627,12,complex_similar,novel
SS1613079895352,4136.799999999115,13,complex_dissimilar,novel
SS1613079895352,4283.830000001006,14,simple_dissimilar,novel
SS1613079895352,3123.3850000015227,15,complex_dissimilar,novel
SS1613079895352,3129.305000001099,16,simple_dissimilar,novel
SS1613079895352,4448.725000000908,17,simple_dissimilar,novel
SS1613079895352,4577.540000000969,18,simple_similar,novel
SS1613079895352,1674.1250000002328,19,complex_dissimilar,background
SS1613079901713,2470.9999999729916,0,complex_dissimilar,deviant
SS1613079901713,4044.9999999953434,1,complex_similar,deviant
SS1613079901713,7705.00000002794,2,complex_similar,novel
SS1613079901713,4020.0000000884756,3,complex_similar,background
SS1613079901713,4698.999999975786,4,complex_dissimilar,novel
SS1613079901713,1437.0000001043081,5,simple_dissimilar,deviant
SS1613079901713,2556.999999983236,6,simple_similar,novel
SS1613079901713,1335.0000000325963,7,complex_similar,novel
SS1613079901713,3286.0000000335276,8,simple_dissimilar,background
SS1613079901713,1509.999999962747,9,simple_similar,background
SS1613079901713,1569.9999999022111,10,complex_similar,novel
SS1613079901713,2115.999999991618,11,simple_dissimilar,novel
SS1613079901713,6215.000000037253,12,simple_similar,background
SS1613079901713,2465.000000037253,13,complex_dissimilar,deviant
SS1613079901713,3033.9999999385327,14,simple_similar,deviant
SS1613079901713,7414.999999990687,15,simple_dissimilar,deviant
SS1613079901713,1574.000000092201,16,simple_dissimilar,deviant
SS1613079901713,1430.9999999357387,17,complex_dissimilar,background
SS1613079901713,2127.000000048429,18,simple_similar,novel
SS1613079901713,1550,19,complex_dissimilar,background
SS1613079914574,3136.14999987185,0,complex_dissimilar,novel
SS1613079914574,2336.6799999028444,1,simple_dissimilar,novel
SS1613079914574,3899.180000135675,2,complex_similar,deviant
SS1613079914574,4485.330000007525,3,complex_similar,background
SS1613079914574,3342.9849999491125,4,simple_dissimilar,deviant
SS1613079914574,2927.864999929443,5,simple_similar,deviant
SS1613079914574,2824.1799999494106,6,simple_similar,novel
SS1613079914574,3353.0399999115616,7,complex_dissimilar,novel
SS1613079914574,4449.250000016764,8,complex_dissimilar,background
SS1613079914574,3267.0499998610467,9,complex_similar,deviant
SS1613079914574,2144.2050002049655,10,complex_dissimilar,background
SS1613079914574,3174.904999975115,11,simple_dissimilar,novel
SS1613079914574,2998.080000001937,12,simple_dissimilar,deviant
SS1613079914574,2329.630000004545,13,simple_similar,novel
SS1613079914574,3177.684999955818,14,complex_dissimilar,deviant
SS1613079914574,2430.204999819398,15,simple_similar,deviant
SS1613079914574,4459.470000071451,16,simple_dissimilar,deviant
SS1613079914574,2899.6099999174476,17,complex_similar,novel
SS1613079914574,3001.5449998434633,18,simple_similar,novel
SS1613079914574,2515.644999872893,19,complex_similar,novel
SS1613079938994,11229.000000003725,0,simple_dissimilar,novel
SS1613079938994,21752.999999994063,1,complex_similar,deviant
SS1613079938994,3491.99999999546,2,simple_dissimilar,deviant
SS1613079938994,4384.000000002561,3,simple_similar,background
SS1613079938994,3198.0000000010477,4,simple_dissimilar,background
SS1613079938994,20854.000000003725,5,simple_similar,novel
SS1613079938994,2240.0000000023283,6,simple_similar,deviant
SS1613079938994,2083.000000003027,7,complex_dissimilar,deviant
SS1613079938994,5579.999999998836,8,complex_dissimilar,deviant
SS1613079938994,2976.999999996042,9,simple_similar,novel
SS1613079938994,1801.0000000039581,10,complex_similar,deviant
SS1613079938994,2276.9999999989523,11,complex_similar,deviant
SS1613079938994,5853.999999996391,12,complex_dissimilar,novel
SS1613079938994,2418.0000000023283,13,complex_dissimilar,novel
SS1613079938994,1416.0000000018626,14,complex_similar,background
SS1613079938994,1825.000000001397,15,simple_dissimilar,novel
SS1613079938994,1906.9999999962747,16,complex_dissimilar,novel
SS1613079938994,1848.9999999990687,17,simple_similar,background
SS1613079938994,1775.0000000058208,18,simple_dissimilar,background
SS1613079938994,1755.9999999983702,19,complex_similar,novel
SS1613079962034,2091.9349996373057,0,complex_dissimilar,novel
SS1613079962034,1272.0649998635054,1,simple_dissimilar,novel
SS1613079962034,1387.7699996344745,2,simple_dissimilar,background
SS1613079962034,1070.829999819398,3,complex_dissimilar,novel
SS1613079962034,1061.58000016585,4,simple_similar,novel
SS1613079962034,976.4899999834597,5,complex_similar,deviant
SS1613079962034,1120.4850000329316,6,complex_similar,deviant
SS1613079962034,1007.4750000610948,7,simple_dissimilar,novel
SS1613079962034,1401.960000116378,8,simple_similar,background
SS1613079962034,849.2199999280274,9,complex_similar,deviant
SS1613079962034,827.6049999520183,10,complex_similar,background
SS1613079962034,893.860000371933,11,simple_similar,deviant
SS1613079962034,874.2999999783933,12,simple_dissimilar,deviant
SS1613079962034,1993.3900001458824,13,simple_similar,novel
SS1613079962034,1130.965000204742,14,simple_dissimilar,deviant
SS1613079962034,1193.5950002633035,15,complex_similar,deviant
SS1613079962034,2600.6049999967217,16,complex_dissimilar,deviant
SS1613079962034,980.2449999377131,17,simple_similar,novel
SS1613079962034,1673.3550002798438,18,complex_dissimilar,deviant
SS1613079962034,1033.425000216812,19,complex_dissimilar,background
SS1613079990976,1272.8800002485514,0,simple_dissimilar,background
SS1613079990976,2621.779999881983,1,complex_similar,background
SS1613079990976,932.0999995805323,2,complex_dissimilar,novel
SS1613079990976,1216.6500000283122,3,complex_dissimilar,background
SS1613079990976,2228.160000126809,4,complex_dissimilar,deviant
SS1613079990976,1565.1249999180436,5,simple_similar,deviant
SS1613079990976,1651.2400002218783,6,simple_similar,novel
SS1613079990976,1344.6150000207126,7,simple_dissimilar,novel
SS1613079990976,1138.0499999038875,8,simple_similar,background
SS1613079990976,980.2300000563264,9,complex_similar,deviant
SS1613079990976,1484.1000001877546,10,simple_similar,deviant
SS1613079990976,1240.9399996511638,11,simple_dissimilar,deviant
SS1613079990976,957.5899999588728,12,complex_similar,background
SS1613079990976,1636.4150002598763,13,simple_similar,deviant
SS1613079990976,1349.499999731779,14,simple_dissimilar,deviant
SS1613079990976,868.8449996523559,15,complex_dissimilar,deviant
SS1613079990976,951.2700002640486,16,complex_dissimilar,deviant
SS1613079990976,811.4049999974668,17,simple_dissimilar,novel
SS1613079990976,1233.0600001849234,18,complex_similar,novel
SS1613079990976,960.0199998356402,19,complex_similar,novel
SS1613079998092,965.0000000372529,0,complex_dissimilar,background
SS1613079998092,870.9999999962747,1,simple_dissimilar,deviant
SS1613079998092,2239.9999999441206,2,complex_similar,background
SS1613079998092,835.0000001490116,3,complex_similar,novel
SS1613079998092,2428.9999997243285,4,complex_dissimilar,deviant
SS1613079998092,827.0000002346933,5,simple_dissimilar,novel
SS1613079998092,968.0000000633299,6,simple_dissimilar,background
SS1613079998092,7256.000000238419,7,simple_similar,novel
SS1613079998092,2730.000000167638,8,simple_similar,background
SS1613079998092,1261.0000001266599,9,simple_similar,novel
SS1613079998092,875.999999884516,10,simple_dissimilar,deviant
SS1613079998092,2071.000000182539,11,complex_dissimilar,background
SS1613079998092,1199.0000002086163,12,simple_similar,novel
SS1613079998092,1650.0000000931323,13,complex_similar,deviant
SS1613079998092,1404.9999999813735,14,complex_dissimilar,background
SS1613079998092,1424.0000003017485,15,complex_similar,novel
SS1613079998092,1050,16,simple_similar,novel
SS1613079998092,1093.00000006333,17,simple_dissimilar,novel
SS1613079998092,3395.9999999031425,18,complex_similar,deviant
SS1613079998092,3857.0000000298023,19,complex_dissimilar,background
SS1613080016864,3813.3550000027753,0,complex_similar,deviant
SS1613080016864,2495.54500002414,1,simple_dissimilar,novel
SS1613080016864,4223.385000030976,2,simple_similar,novel
SS1613080016864,2694.765000033658,3,simple_dissimilar,deviant
SS1613080016864,2002.7600000146776,4,complex_dissimilar,deviant
SS1613080016864,3087.4549999833107,5,simple_dissimilar,novel
SS1613080016864,4406.054999982007,6,simple_similar,novel
SS1613080016864,1179.350000002887,7,simple_similar,deviant
SS1613080016864,2087.3450000188313,8,complex_similar,deviant
SS1613080016864,3802.8399999719113,9,simple_similar,deviant
SS1613080016864,5320.645000040531,10,complex_similar,novel
SS1613080016864,1143.9800000051036,11,complex_similar,novel
SS1613080016864,1871.3799999793991,12,complex_similar,deviant
SS1613080016864,1115.9899999736808,13,complex_dissimilar,deviant
SS1613080016864,1992.3949999618344,14,complex_dissimilar,novel
SS1613080016864,1099.750000005588,15,complex_dissimilar,background
SS1613080016864,1435.134999989532,16,simple_dissimilar,background
SS1613080016864,2276.52000002563,17,complex_dissimilar,background
SS1613080016864,1367.110000003595,18,simple_similar,background
SS1613080016864,1210.2200000197627,19,simple_dissimilar,background
SS1613080031176,1784.470000024885,0,simple_dissimilar,deviant
SS1613080031176,2581.9699998945,1,simple_similar,background
SS1613080031176,1466.4899997413158,2,simple_similar,deviant
SS1613080031176,1229.035000037402,3,complex_dissimilar,background
SS1613080031176,1071.8400000594556,4,complex_dissimilar,background
SS1613080031176,1327.8199999593198,5,simple_similar,novel
SS1613080031176,1233.085000142455,6,simple_dissimilar,novel
SS1613080031176,1210.0300003774464,7,complex_similar,novel
SS1613080031176,1103.870000410825,8,complex_similar,novel
SS1613080031176,1011.3050003536046,9,simple_similar,deviant
SS1613080031176,1476.3150002807379,10,simple_similar,background
SS1613080031176,1517.715000268072,11,complex_similar,background
SS1613080031176,1788.2799996994436,12,complex_dissimilar,novel
SS1613080031176,818.6049998737872,13,complex_dissimilar,deviant
SS1613080031176,1500.745000038296,14,simple_dissimilar,deviant
SS1613080031176,1432.965000346303,15,complex_dissimilar,novel
SS1613080031176,1438.4750003926456,16,complex_similar,background
SS1613080031176,1186.3599998876452,17,complex_similar,novel
SS1613080031176,1023.6949997022748,18,simple_dissimilar,background
SS1613080031176,1049.7200001962483,19,simple_dissimilar,background
SS1613080102647,1266.0000000149012,0,complex_similar,novel
SS1613080102647,911.0000000335276,1,complex_similar,background
SS1613080102647,827.0000002346933,2,simple_similar,deviant
SS1613080102647,1398.9999999292195,3,simple_similar,novel
SS1613080102647,1388.9999996870756,4,simple_similar,deviant
SS1613080102647,954.0000000968575,5,complex_dissimilar,novel
SS1613080102647,813.9999999664724,6,complex_dissimilar,novel
SS1613080102647,958.9999999850988,7,complex_similar,novel
SS1613080102647,934.9999997764826,8,complex_similar,novel
SS1613080102647,1137.0000002905726,9,simple_dissimilar,novel
SS1613080102647,1171.0000002756715,10,complex_dissimilar,novel
SS1613080102647,1156.9999998435378,11,complex_similar,background
SS1613080102647,1015.0000003166497,12,simple_dissimilar,novel
SS1613080102647,850.0000002793968,13,complex_dissimilar,deviant
SS1613080102647,1009.9999999627471,14,simple_dissimilar,novel
SS1613080102647,804.9999998882413,15,simple_dissimilar,novel
SS1613080102647,816.0000002942979,16,simple_similar,novel
SS1613080102647,915.0000002235174,17,simple_similar,deviant
SS1613080102647,928.000000026077,18,complex_dissimilar,novel
SS1613080102647,982.0000000298023,19,simple_dissimilar,novel
SS1613080103509,3299,0,complex_dissimilar,deviant
SS1613080103509,4961,1,complex_similar,deviant
SS1613080103509,4343,2,complex_dissimilar,deviant
SS1613080103509,5026,3,simple_similar,deviant
SS1613080103509,6264,4,complex_similar,novel
SS1613080103509,5153,5,complex_dissimilar,novel
SS1613080103509,4246,6,complex_dissimilar,background
SS1613080103509,3198,7,simple_dissimilar,background
SS1613080103509,5482,8,simple_dissimilar,deviant
SS1613080103509,7308,9,complex_similar,novel
SS1613080103509,4926,10,simple_similar,deviant
SS1613080103509,5121,11,simple_dissimilar,deviant
SS1613080103509,4861,12,simple_similar,novel
SS1613080103509,5042,13,simple_similar,novel
SS1613080103509,4365,14,simple_dissimilar,deviant
SS1613080103509,5434,15,complex_dissimilar,deviant
SS1613080103509,5506,16,complex_similar,novel
SS1613080103509,4560,17,complex_similar,background
SS1613080103509,4656,18,simple_similar,deviant
SS1613080103509,4985,19,simple_dissimilar,deviant
SS1613080113578,1076.5249999938533,0,complex_dissimilar,novel
SS1613080113578,859.6700000023702,1,complex_similar,background
SS1613080113578,887.9500000010012,2,complex_dissimilar,deviant
SS1613080113578,1067.2600000005332,3,simple_similar,novel
SS1613080113578,1042.8799999979674,4,complex_dissimilar,background
SS1613080113578,976.2249999956111,5,complex_dissimilar,deviant
SS1613080113578,1466.2199999991572,6,complex_similar,novel
SS1613080113578,955.2499999961583,7,simple_dissimilar,deviant
SS1613080113578,906.7149999944377,8,simple_similar,background
SS1613080113578,2101.0900000008405,9,simple_similar,novel
SS1613080113578,1107.3199999998906,10,simple_dissimilar,novel
SS1613080113578,3795.7800000047428,11,complex_similar,deviant
SS1613080113578,1085.0000000034925,12,simple_dissimilar,background
SS1613080113578,1587.915000000794,13,simple_similar,deviant
SS1613080113578,1756.9199999968987,14,simple_dissimilar,background
SS1613080113578,3970.9300000001676,15,simple_similar,novel
SS1613080113578,1040.1299999983748,16,simple_dissimilar,novel
SS1613080113578,896.8149999971502,17,complex_similar,novel
SS1613080113578,849.2749999975786,18,complex_similar,background
SS1613080113578,966.5399999984074,19,complex_dissimilar,background
SS1613080139942,1813.6049999855459,0,simple_similar,deviant
SS1613080139942,1134.610000019893,1,complex_dissimilar,novel
SS1613080139942,2158.6300000024494,2,simple_dissimilar,deviant
SS1613080139942,1365.4900000081398,3,complex_dissimilar,novel
SS1613080139942,1469.5699999982025,4,simple_dissimilar,deviant
SS1613080139942,1339.9999999790452,5,simple_dissimilar,novel
SS1613080139942,1647.1250000002328,6,simple_similar,novel
SS1613080139942,2237.5200000067707,7,simple_similar,novel
SS1613080139942,1531.6050000081304,8,complex_dissimilar,background
SS1613080139942,1095.9749999863561,9,complex_similar,background
SS1613080139942,1128.9649999933317,10,simple_dissimilar,background
SS1613080139942,1199.940000002971,11,complex_similar,background
SS1613080139942,1475.1100000110455,12,complex_dissimilar,deviant
SS1613080139942,1693.819999997504,13,complex_similar,deviant
SS1613080139942,1937.3149999999441,14,complex_dissimilar,background
SS1613080139942,1422.9699999967124,15,complex_similar,deviant
SS1613080139942,1194.7700000135228,16,simple_dissimilar,background
SS1613080139942,1472.660000011092,17,simple_similar,deviant
SS1613080139942,1036.124999995809,18,complex_similar,deviant
SS1613080139942,835.5900000140537,19,simple_similar,background
SS1613080175454,4296.974999998172,0,complex_dissimilar,novel
SS1613080175454,3604.195000000589,1,complex_dissimilar,novel
SS1613080175454,3080.945000002277,2,simple_similar,novel
SS1613080175454,2168.8799999982,3,complex_similar,novel
SS1613080175454,2993.2099999976344,4,complex_dissimilar,novel
SS1613080175454,4303.789999998815,5,simple_similar,novel
SS1613080175454,3590.544999999809,6,simple_similar,novel
SS1613080175454,2998.9549999998417,7,simple_dissimilar,novel
SS1613080175454,3710.1950000004144,8,complex_similar,novel
SS1613080175454,4203.244999997725,9,complex_dissimilar,novel
SS1613080175454,8635.09000000055,10,complex_dissimilar,novel
SS1613080175454,2723.285000000731,11,complex_similar,novel
SS1613080175454,3302.5599999971455,12,simple_dissimilar,novel
SS1613080175454,3532.915000000503,13,simple_similar,novel
SS1613080175454,2770.7600000001257,14,complex_similar,novel
SS1613080175454,4748.120000000927,15,simple_dissimilar,novel
SS1613080175454,2693.7799999985145,16,simple_similar,novel
SS1613080175454,3676.16999999946,17,simple_dissimilar,novel
SS1613080175454,1903.7099999993807,18,simple_dissimilar,novel
SS1613080175454,3099.7250000007916,19,complex_similar,novel
SS1613080403796,6752.324999998382,0,complex_dissimilar,deviant
SS1613080403796,4254.065000001749,1,complex_dissimilar,novel
SS1613080403796,12517.335000001185,2,simple_similar,background
SS1613080403796,3197.800000002433,3,complex_similar,novel
SS1613080403796,8924.345000000147,4,complex_similar,novel
SS1613080403796,6807.304999999178,5,complex_dissimilar,deviant
SS1613080403796,2621.3450000003213,6,simple_dissimilar,novel
SS1613080403796,1234.0850000007777,7,simple_dissimilar,novel
SS1613080403796,1339.0450000013225,8,simple_similar,background
SS1613080403796,7570.119999997318,9,simple_similar,deviant
SS1613080403796,1101.514999999199,10,complex_similar,deviant
SS1613080403796,1074.3850000005914,11,complex_dissimilar,background
SS1613080403796,1363.815000001341,12,simple_similar,novel
SS1613080403796,1320.6550000002608,13,simple_dissimilar,novel
SS1613080403796,1213.6450000004843,14,simple_similar,background
SS1613080403796,972.8599999988219,15,simple_dissimilar,novel
SS1613080403796,876.6349999975646,16,complex_dissimilar,background
SS1613080403796,1682.675000000745,17,complex_similar,deviant
SS1613080403796,4536.7899999989895,18,simple_dissimilar,background
SS1613080403796,1403.92999999749,19,complex_similar,deviant
SS1613080424634,10680.915000103414,0,complex_dissimilar,deviant
SS1613080424634,3032.4649998918176,1,complex_similar,deviant
SS1613080424634,4537.3199998401105,2,complex_similar,novel
SS1613080424634,832.1150003001094,3,complex_dissimilar,background
SS1613080424634,1746.425000205636,4,complex_similar,deviant
SS1613080424634,1743.6300001107156,5,simple_dissimilar,novel
SS1613080424634,1861.7499998770654,6,simple_dissimilar,novel
SS1613080424634,1574.3350001983345,7,simple_similar,novel
SS1613080424634,1736.974999960512,8,simple_similar,deviant
SS1613080424634,1655.489999987185,9,complex_dissimilar,deviant
SS1613080424634,845.0550001114607,10,simple_dissimilar,novel
SS1613080424634,1403.380000218749,11,complex_dissimilar,deviant
SS1613080424634,2534.8000002093613,12,complex_similar,novel
SS1613080424634,2999.61000001058,13,simple_similar,deviant
SS1613080424634,1483.5349998436868,14,complex_dissimilar,background
SS1613080424634,1946.3200002908707,15,simple_similar,novel
SS1613080424634,1316.4000000804663,16,simple_dissimilar,background
SS1613080424634,1205.4299998097122,17,simple_dissimilar,background
SS1613080424634,991.3999998942018,18,complex_similar,background
SS1613080424634,1158.2950001582503,19,simple_similar,deviant
SS1613080445005,5195.985000010114,0,complex_similar,novel
SS1613080445005,4495.999999996275,1,complex_similar,novel
SS1613080445005,2550.1700000138953,2,simple_dissimilar,deviant
SS1613080445005,4563.340000004973,3,complex_similar,deviant
SS1613080445005,3922.475000011036,4,simple_similar,deviant
SS1613080445005,2815.5800000065938,5,complex_dissimilar,novel
SS1613080445005,4098.964999994496,6,simple_similar,background
SS1613080445005,2568.209999980172,7,simple_dissimilar,background
SS1613080445005,4452.369999996154,8,simple_dissimilar,novel
SS1613080445005,3090.8599999791477,9,complex_dissimilar,deviant
SS1613080445005,4287.135000003036,10,complex_dissimilar,novel
SS1613080445005,3550.2000000094995,11,simple_similar,novel
SS1613080445005,2857.420000026468,12,complex_dissimilar,novel
SS1613080445005,2692.01999999932,13,complex_similar,novel
SS1613080445005,2916.024999995716,14,simple_dissimilar,deviant
SS1613080445005,2906.6899999859743,15,simple_similar,background
SS1613080445005,2806.3950000039767,16,complex_similar,novel
SS1613080445005,4380.584999988787,17,complex_dissimilar,novel
SS1613080445005,4084.350000001723,18,simple_similar,novel
SS1613080445005,2433.3250000025146,19,simple_dissimilar,novel
SS1613080648391,1060.5399999992806,0,simple_dissimilar,novel
SS1613080648391,3531.1899999986053,1,complex_dissimilar,deviant
SS1613080648391,4216.719999999274,2,simple_dissimilar,background
SS1613080648391,8607.010000000417,3,simple_similar,novel
SS1613080648391,4731.330000001239,4,simple_similar,novel
SS1613080648391,3233.7050000012387,5,simple_similar,novel
SS1613080648391,5580.305000000226,6,complex_similar,novel
SS1613080648391,2865.000000000524,7,complex_similar,novel
SS1613080648391,2305.100000000326,8,simple_dissimilar,novel
SS1613080648391,6090.175000000105,9,complex_dissimilar,novel
SS1613080648391,4340.509999998903,10,simple_similar,deviant
SS1613080648391,10957.31500000041,11,simple_dissimilar,novel
SS1613080648391,7519.694999999832,12,complex_dissimilar,novel
SS1613080648391,6282.0550000004005,13,complex_similar,novel
SS1613080648391,7026.314999999944,14,complex_similar,novel
SS1613080648391,5494.065000001574,15,complex_similar,novel
SS1613080648391,2096.5700000004144,16,simple_similar,deviant
SS1613080648391,7370.260000000359,17,complex_dissimilar,novel
SS1613080648391,2997.8049999998184,18,complex_dissimilar,novel
SS1613080648391,3078.1250000006985,19,simple_dissimilar,novel
SS1613080649112,1948.589999997057,0,simple_similar,novel
SS1613080649112,1518.4649999835528,1,complex_dissimilar,novel
SS1613080649112,1677.8049999964423,2,simple_similar,novel
SS1613080649112,5459.134999994421,3,simple_dissimilar,novel
SS1613080649112,1429.4200000120327,4,simple_dissimilar,deviant
SS1613080649112,1523.6550000088755,5,simple_similar,novel
SS1613080649112,1373.8650000130292,6,complex_similar,novel
SS1613080649112,1276.6750000126194,7,complex_similar,novel
SS1613080649112,1399.1449999855831,8,simple_dissimilar,novel
SS1613080649112,4716.9699999911245,9,complex_dissimilar,novel
SS1613080649112,1766.6250000009313,10,simple_dissimilar,novel
SS1613080649112,1172.7800000051502,11,complex_similar,novel
SS1613080649112,2000.9449999895878,12,complex_similar,background
SS1613080649112,1179.4500000076368,13,complex_dissimilar,novel
SS1613080649112,1168.7100000097416,14,simple_dissimilar,novel
SS1613080649112,1206.170000002021,15,simple_similar,novel
SS1613080649112,1105.0949999887962,16,complex_similar,novel
SS1613080649112,986.6699999955017,17,complex_dissimilar,novel
SS1613080649112,1153.8300000072923,18,complex_dissimilar,novel
SS1613080649112,1091.5499999944586,19,simple_similar,deviant
SS1613080786554,3377.389999991283,0,complex_similar,novel
SS1613080786554,4302.184999990277,1,complex_dissimilar,novel
SS1613080786554,4297.379999986151,2,simple_similar,novel
SS1613080786554,2102.7949999959674,3,simple_dissimilar,novel
SS1613080786554,2423.7100000143982,4,complex_similar,novel
SS1613080786554,1976.6749999951571,5,simple_dissimilar,novel
SS1613080786554,1385.3750000242144,6,simple_dissimilar,novel
SS1613080786554,2290.7700000039767,7,simple_dissimilar,deviant
SS1613080786554,4780.604999989737,8,complex_dissimilar,novel
SS1613080786554,2006.0399999900255,9,complex_dissimilar,novel
SS1613080786554,3209.7750000073574,10,simple_similar,novel
SS1613080786554,12632.61000001221,11,simple_similar,novel
SS1613080786554,2070.440000022063,12,complex_dissimilar,novel
SS1613080786554,1929.0700000245124,13,complex_similar,novel
SS1613080786554,1238.9749999972992,14,simple_similar,deviant
SS1613080786554,1318.6650000105146,15,complex_dissimilar,novel
SS1613080786554,1800.6949999951757,16,complex_similar,novel
SS1613080786554,1950.774999987334,17,simple_similar,novel
SS1613080786554,1233.5849999915808,18,complex_similar,novel
SS1613080786554,2332.999999995809,19,simple_dissimilar,novel
SS1613080790260,6822,0,simple_dissimilar,novel
SS1613080790260,4401,1,simple_dissimilar,novel
SS1613080790260,3885,2,simple_similar,deviant
SS1613080790260,3526,3,complex_similar,background
SS1613080790260,6281,4,complex_dissimilar,novel
SS1613080790260,3776,5,simple_similar,novel
SS1613080790260,7191,6,complex_similar,novel
SS1613080790260,3604,7,complex_dissimilar,background
SS1613080790260,4496,8,complex_dissimilar,novel
SS1613080790260,3369,9,simple_similar,novel
SS1613080790260,4110,10,simple_similar,deviant
SS1613080790260,2826,11,complex_similar,deviant
