subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1614828998101,2,simple_similar,4,background,background,simple,simple_17_B,302,first half,0,background,NA,NA
SS1614828998101,3,simple_dissimilar,1,background,background,simple,simple_15_A,280,first half,0,background,NA,NA
SS1614828998101,3,simple_dissimilar,2,background,background,simple,simple_15_A,393,first half,0,background,NA,NA
SS1614828998101,3,simple_dissimilar,3,background,background,simple,simple_15_A,581,first half,0,background,NA,NA
SS1614828998101,3,simple_dissimilar,4,background,background,simple,simple_15_A,332.0000001,first half,0,background,NA,NA
SS1614828998101,3,simple_dissimilar,5,background,background,simple,simple_15_A,583.9999999,first half,0,background,NA,NA
SS1614828998101,3,simple_dissimilar,6,background,background,simple,simple_15_A,675,first half,0,background,NA,NA
SS1614828998101,4,simple_dissimilar,1,background,background,simple,simple_15_B,3947,first half,1,background,3,NA
SS1614828998101,4,simple_dissimilar,2,background,background,simple,simple_15_B,378,first half,1,background,3,NA
SS1614828998101,4,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_18_A,583,first half,1,first_deviant,3,NA
SS1614828998101,4,simple_dissimilar,4,background,background,simple,simple_15_B,564,first half,1,background,3,NA
SS1614828998101,5,simple_similar,1,background,background,simple,simple_09_A,513,first half,0,background,NA,NA
SS1614828998101,5,simple_similar,2,background,background,simple,simple_09_A,320.0000001,first half,0,background,NA,NA
SS1614828998101,5,simple_similar,3,background,background,simple,simple_09_A,867,first half,0,background,NA,NA
SS1614828998101,5,simple_similar,4,background,background,simple,simple_09_A,493,first half,0,background,NA,NA
SS1614828998101,5,simple_similar,5,background,background,simple,simple_09_A,496,first half,0,background,NA,NA
SS1614828998101,6,complex_similar,1,background,background,complex,complex_19_A,980,second half,0,background,NA,NA
SS1614828998101,6,complex_similar,2,background,background,complex,complex_19_A,568.9999999,second half,0,background,NA,NA
SS1614828998101,6,complex_similar,3,background,background,complex,complex_19_A,880.9999999,second half,0,background,NA,NA
SS1614828998101,6,complex_similar,4,background,background,complex,complex_19_A,1591,second half,0,background,NA,NA
SS1614828998101,6,complex_similar,5,background,background,complex,complex_19_A,80.00000007,second half,0,background,NA,NA
SS1614828998101,7,complex_dissimilar,1,background,background,complex,complex_08_A,869.0000001,second half,0,background,NA,NA
SS1614828998101,7,complex_dissimilar,2,background,background,complex,complex_08_A,375,second half,0,background,NA,NA
SS1614828998101,7,complex_dissimilar,3,background,background,complex,complex_08_A,1160,second half,0,background,NA,NA
SS1614828998101,7,complex_dissimilar,4,background,background,complex,complex_08_A,593,second half,0,background,NA,NA
SS1614828998101,7,complex_dissimilar,5,background,background,complex,complex_08_A,1941,second half,0,background,NA,NA
SS1614828998101,8,complex_similar,1,background,background,complex,complex_16_B,1201,second half,0,background,NA,NA
SS1614828998101,8,complex_similar,2,background,background,complex,complex_16_B,2003,second half,0,background,NA,NA
SS1614828998101,8,complex_similar,3,background,background,complex,complex_16_B,730.9999999,second half,0,background,NA,NA
SS1614828998101,8,complex_similar,4,background,background,complex,complex_16_B,1437,second half,0,background,NA,NA
SS1614828998101,9,complex_similar,1,background,background,complex,complex_13_B,1260,second half,1,background,5,NA
SS1614828998101,9,complex_similar,2,background,background,complex,complex_13_B,1478,second half,1,background,5,NA
SS1614828998101,9,complex_similar,3,background,background,complex,complex_13_B,1039,second half,1,background,5,NA
SS1614828998101,9,complex_similar,4,background,background,complex,complex_13_B,370,second half,1,background,5,NA
SS1614828998101,9,complex_similar,5,similar deviant,deviant,complex,complex_13_A,331.9999999,second half,1,first_deviant,5,NA
SS1614828998101,10,complex_dissimilar,1,background,background,complex,complex_08_B,725.9999999,second half,1,background,3,NA
SS1614828998101,10,complex_dissimilar,2,background,background,complex,complex_08_B,8032,second half,1,background,3,NA
SS1614828998101,10,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_20_B,404,second half,1,first_deviant,3,NA
SS1614828998101,10,complex_dissimilar,4,background,background,complex,complex_08_B,549.9999999,second half,1,background,3,NA
SS1614828998101,11,complex_dissimilar,1,background,background,complex,complex_03_A,920,second half,2,background,3,7
SS1614828998101,11,complex_dissimilar,2,background,background,complex,complex_03_A,1817,second half,2,background,3,7
SS1614828998101,11,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_10_A,1685,second half,2,first_deviant,3,7
SS1614828998101,11,complex_dissimilar,4,background,background,complex,complex_03_A,9043,second half,2,background,3,7
SS1614828998101,11,complex_dissimilar,5,background,background,complex,complex_03_A,1296,second half,2,background,3,7
SS1614828998101,11,complex_dissimilar,6,background,background,complex,complex_03_A,420,second half,2,background,3,7
SS1614828998101,11,complex_dissimilar,7,dissimilar deviant,deviant,complex,complex_10_A,483.9999999,second half,2,second_deviant,3,7
SS1614829000627,0,complex_similar,1,background,background,complex,complex_16_A,3014.325,first half,1,background,3,NA
SS1614829000627,0,complex_similar,2,background,background,complex,complex_16_A,2908.365,first half,1,background,3,NA
SS1614829000627,0,complex_similar,3,similar deviant,deviant,complex,complex_16_B,4023.135,first half,1,first_deviant,3,NA
SS1614829000627,0,complex_similar,4,background,background,complex,complex_16_A,2110.79,first half,1,background,3,NA
SS1614829000627,1,simple_similar,1,background,background,simple,simple_14_B,3350.84,first half,0,background,NA,NA
SS1614829000627,1,simple_similar,2,background,background,simple,simple_14_B,2972.25,first half,0,background,NA,NA
SS1614829000627,1,simple_similar,3,background,background,simple,simple_14_B,4728.89,first half,0,background,NA,NA
SS1614829000627,1,simple_similar,4,background,background,simple,simple_14_B,4627.53,first half,0,background,NA,NA
SS1614829000627,1,simple_similar,5,background,background,simple,simple_14_B,4517.71,first half,0,background,NA,NA
SS1614829000627,1,simple_similar,6,background,background,simple,simple_14_B,2146.1,first half,0,background,NA,NA
SS1614829000627,2,complex_dissimilar,1,background,background,complex,complex_07_A,3164.97,first half,0,background,NA,NA
SS1614829000627,2,complex_dissimilar,2,background,background,complex,complex_07_A,530.065,first half,0,background,NA,NA
SS1614829000627,2,complex_dissimilar,3,background,background,complex,complex_07_A,3555.06,first half,0,background,NA,NA
SS1614829000627,2,complex_dissimilar,4,background,background,complex,complex_07_A,3765.375,first half,0,background,NA,NA
SS1614829000627,2,complex_dissimilar,5,background,background,complex,complex_07_A,3982.44,first half,0,background,NA,NA
SS1614829000627,2,complex_dissimilar,6,background,background,complex,complex_07_A,5374.36,first half,0,background,NA,NA
SS1614829000627,3,simple_dissimilar,1,background,background,simple,simple_17_B,3159.5,first half,1,background,3,NA
SS1614829000627,3,simple_dissimilar,2,background,background,simple,simple_17_B,2506.89,first half,1,background,3,NA
SS1614829000627,3,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_05_B,2992.12,first half,1,first_deviant,3,NA
SS1614829000627,3,simple_dissimilar,4,background,background,simple,simple_17_B,5623.235,first half,1,background,3,NA
SS1614829000627,4,simple_dissimilar,1,background,background,simple,simple_13_A,2929.49,first half,0,background,NA,NA
SS1614829000627,4,simple_dissimilar,2,background,background,simple,simple_13_A,1296.515,first half,0,background,NA,NA
SS1614829000627,4,simple_dissimilar,3,background,background,simple,simple_13_A,3516.645,first half,0,background,NA,NA
SS1614829000627,4,simple_dissimilar,4,background,background,simple,simple_13_A,2960.155,first half,0,background,NA,NA
SS1614829000627,4,simple_dissimilar,5,background,background,simple,simple_13_A,2244.96,first half,0,background,NA,NA
SS1614829000627,5,complex_dissimilar,1,background,background,complex,complex_14_A,661.31,first half,2,background,6,7
SS1614829000627,5,complex_dissimilar,2,background,background,complex,complex_14_A,2119.91,first half,2,background,6,7
SS1614829000627,5,complex_dissimilar,3,background,background,complex,complex_14_A,1973.81,first half,2,background,6,7
SS1614829000627,5,complex_dissimilar,4,background,background,complex,complex_14_A,3335.29,first half,2,background,6,7
SS1614829000627,5,complex_dissimilar,5,background,background,complex,complex_14_A,3121.66,first half,2,background,6,7
SS1614829000627,5,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_15_B,2326.655,first half,2,first_deviant,6,7
SS1614829000627,5,complex_dissimilar,7,dissimilar deviant,deviant,complex,complex_15_B,601.955,first half,2,second_deviant,6,7
SS1614829000627,6,simple_dissimilar,1,background,background,simple,simple_04_B,2109.305,second half,0,background,NA,NA
SS1614829000627,6,simple_dissimilar,2,background,background,simple,simple_04_B,2895.225,second half,0,background,NA,NA
SS1614829000627,6,simple_dissimilar,3,background,background,simple,simple_04_B,2590.06,second half,0,background,NA,NA
SS1614829000627,6,simple_dissimilar,4,background,background,simple,simple_04_B,2580.71,second half,0,background,NA,NA
SS1614829000627,6,simple_dissimilar,5,background,background,simple,simple_04_B,2629.92,second half,0,background,NA,NA
SS1614829000627,6,simple_dissimilar,6,background,background,simple,simple_04_B,2574.22,second half,0,background,NA,NA
SS1614829000627,7,complex_dissimilar,1,background,background,complex,complex_03_A,2754.175,second half,0,background,NA,NA
SS1614829000627,7,complex_dissimilar,2,background,background,complex,complex_03_A,1813.335,second half,0,background,NA,NA
SS1614829000627,7,complex_dissimilar,3,background,background,complex,complex_03_A,1873.16,second half,0,background,NA,NA
SS1614829000627,7,complex_dissimilar,4,background,background,complex,complex_03_A,1397.4,second half,0,background,NA,NA
SS1614829000627,7,complex_dissimilar,5,background,background,complex,complex_03_A,1362.255,second half,0,background,NA,NA
SS1614829000627,8,simple_similar,1,background,background,simple,simple_18_A,2791.7,second half,2,background,4,5
SS1614829000627,8,simple_similar,2,background,background,simple,simple_18_A,1684.94,second half,2,background,4,5
SS1614829000627,8,simple_similar,3,background,background,simple,simple_18_A,1580.905,second half,2,background,4,5
SS1614829000627,8,simple_similar,4,similar deviant,deviant,simple,simple_18_B,2231.095,second half,2,first_deviant,4,5
SS1614829000627,8,simple_similar,5,similar deviant,deviant,simple,simple_18_B,3205.325,second half,2,second_deviant,4,5
SS1614829000627,9,complex_similar,1,background,background,complex,complex_18_A,2045.25,second half,2,background,4,6
SS1614829000627,9,complex_similar,2,background,background,complex,complex_18_A,2033.045,second half,2,background,4,6
SS1614829000627,9,complex_similar,3,background,background,complex,complex_18_A,609.165,second half,2,background,4,6
SS1614829000627,9,complex_similar,4,similar deviant,deviant,complex,complex_18_B,2644.52,second half,2,first_deviant,4,6
SS1614829000627,9,complex_similar,5,background,background,complex,complex_18_A,1987.335,second half,2,background,4,6
SS1614829000627,9,complex_similar,6,similar deviant,deviant,complex,complex_18_B,513.655,second half,2,second_deviant,4,6
SS1614829000627,10,complex_similar,1,background,background,complex,complex_20_B,1360.115,second half,0,background,NA,NA
SS1614829000627,10,complex_similar,2,background,background,complex,complex_20_B,2775.87,second half,0,background,NA,NA
SS1614829000627,10,complex_similar,3,background,background,complex,complex_20_B,1870.45,second half,0,background,NA,NA
SS1614829000627,10,complex_similar,4,background,background,complex,complex_20_B,1965.255,second half,0,background,NA,NA
SS1614829000627,11,simple_similar,1,background,background,simple,simple_16_A,4456.84,second half,2,background,5,7
SS1614829000627,11,simple_similar,2,background,background,simple,simple_16_A,1337.9,second half,2,background,5,7
SS1614829000627,11,simple_similar,3,background,background,simple,simple_16_A,1081.12,second half,2,background,5,7
SS1614829000627,11,simple_similar,4,background,background,simple,simple_16_A,508.93,second half,2,background,5,7
SS1614829000627,11,simple_similar,5,similar deviant,deviant,simple,simple_16_B,598.555,second half,2,first_deviant,5,7
SS1614829000627,11,simple_similar,6,background,background,simple,simple_16_A,698.995,second half,2,background,5,7
SS1614829000627,11,simple_similar,7,similar deviant,deviant,simple,simple_16_B,6317.34,second half,2,second_deviant,5,7
SS1614829011350,0,complex_similar,1,background,background,complex,complex_06_B,1515.85,first half,0,background,NA,NA
SS1614829011350,0,complex_similar,2,background,background,complex,complex_06_B,4378.055,first half,0,background,NA,NA
SS1614829011350,0,complex_similar,3,background,background,complex,complex_06_B,10752.975,first half,0,background,NA,NA
SS1614829011350,0,complex_similar,4,background,background,complex,complex_06_B,89411.635,first half,0,background,NA,NA
SS1614829011350,0,complex_similar,5,background,background,complex,complex_06_B,859.385,first half,0,background,NA,NA
SS1614829011350,0,complex_similar,6,background,background,complex,complex_06_B,6616.835,first half,0,background,NA,NA
SS1614829011350,1,complex_dissimilar,1,background,background,complex,complex_14_B,1269.39,first half,2,background,4,5
SS1614829011350,1,complex_dissimilar,2,background,background,complex,complex_14_B,901.95,first half,2,background,4,5
SS1614829011350,1,complex_dissimilar,3,background,background,complex,complex_14_B,8338.655,first half,2,background,4,5
SS1614829011350,1,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_15_B,161.935,first half,2,first_deviant,4,5
SS1614829011350,1,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_15_B,24859.46,first half,2,second_deviant,4,5
SS1614829011350,1,complex_dissimilar,6,background,background,complex,complex_14_B,22879.035,first half,2,background,4,5
SS1614829011350,2,simple_similar,1,background,background,simple,simple_18_B,545.075,first half,1,background,3,NA
SS1614829011350,2,simple_similar,2,background,background,simple,simple_18_B,51016.83,first half,1,background,3,NA
SS1614829011350,2,simple_similar,3,similar deviant,deviant,simple,simple_18_A,31084.97,first half,1,first_deviant,3,NA
SS1614829011350,2,simple_similar,4,background,background,simple,simple_18_B,21199.45,first half,1,background,3,NA
SS1614829011350,3,simple_similar,1,background,background,simple,simple_04_B,11797.235,first half,1,background,2,NA
SS1614829011350,3,simple_similar,2,similar deviant,deviant,simple,simple_04_A,214.64,first half,1,first_deviant,2,NA
SS1614829011350,3,simple_similar,3,background,background,simple,simple_04_B,1084.335,first half,1,background,2,NA
SS1614829011350,3,simple_similar,4,background,background,simple,simple_04_B,4533.96,first half,1,background,2,NA
SS1614829011350,4,simple_dissimilar,1,background,background,simple,simple_06_A,159747.34,first half,2,background,2,3
SS1614829011350,4,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_01_B,3451.825,first half,2,first_deviant,2,3
SS1614829011350,4,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_01_B,7608.145,first half,2,second_deviant,2,3
SS1614829011350,4,simple_dissimilar,4,background,background,simple,simple_06_A,591.355,first half,2,background,2,3
SS1614829011350,4,simple_dissimilar,5,background,background,simple,simple_06_A,391.16,first half,2,background,2,3
SS1614829011350,5,simple_similar,1,background,background,simple,simple_10_B,55129.86,first half,2,background,5,6
SS1614829011350,5,simple_similar,2,background,background,simple,simple_10_B,439.48,first half,2,background,5,6
SS1614829011350,5,simple_similar,3,background,background,simple,simple_10_B,361.505,first half,2,background,5,6
SS1614829011350,5,simple_similar,4,background,background,simple,simple_10_B,334.745,first half,2,background,5,6
SS1614829011350,5,simple_similar,5,similar deviant,deviant,simple,simple_10_A,260.44,first half,2,first_deviant,5,6
SS1614829011350,5,simple_similar,6,similar deviant,deviant,simple,simple_10_A,616.62,first half,2,second_deviant,5,6
SS1614829011350,6,complex_dissimilar,1,background,background,complex,complex_19_A,61.08499999,second half,1,background,2,NA
SS1614829011350,6,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_20_A,1977.36,second half,1,first_deviant,2,NA
SS1614829011350,6,complex_dissimilar,3,background,background,complex,complex_19_A,176.97,second half,1,background,2,NA
SS1614829011350,6,complex_dissimilar,4,background,background,complex,complex_19_A,1280.285,second half,1,background,2,NA
SS1614829011350,7,complex_dissimilar,1,background,background,complex,complex_07_A,124.85,second half,2,background,4,6
SS1614829011350,7,complex_dissimilar,2,background,background,complex,complex_07_A,186.22,second half,2,background,4,6
SS1614829011350,7,complex_dissimilar,3,background,background,complex,complex_07_A,172.005,second half,2,background,4,6
SS1614829011350,7,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_10_B,1479.29,second half,2,first_deviant,4,6
SS1614829011350,7,complex_dissimilar,5,background,background,complex,complex_07_A,3257.97,second half,2,background,4,6
SS1614829011350,7,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_10_B,1465.265,second half,2,second_deviant,4,6
SS1614829011350,8,simple_dissimilar,1,background,background,simple,simple_07_A,493.45,second half,1,background,2,NA
SS1614829011350,8,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_02_B,143.79,second half,1,first_deviant,2,NA
SS1614829011350,8,simple_dissimilar,3,background,background,simple,simple_07_A,306.29,second half,1,background,2,NA
SS1614829011350,8,simple_dissimilar,4,background,background,simple,simple_07_A,184.54,second half,1,background,2,NA
SS1614829011350,8,simple_dissimilar,5,background,background,simple,simple_07_A,81.71500001,second half,1,background,2,NA
SS1614829011350,9,complex_similar,1,background,background,complex,complex_12_A,125399.7,second half,0,background,NA,NA
SS1614829011350,9,complex_similar,2,background,background,complex,complex_12_A,9274.2,second half,0,background,NA,NA
SS1614829011350,9,complex_similar,3,background,background,complex,complex_12_A,6073.365,second half,0,background,NA,NA
SS1614829011350,9,complex_similar,4,background,background,complex,complex_12_A,2793.34,second half,0,background,NA,NA
SS1614829011350,10,complex_similar,1,background,background,complex,complex_13_A,8961.645,second half,1,background,5,NA
SS1614829011350,10,complex_similar,2,background,background,complex,complex_13_A,4660.91,second half,1,background,5,NA
SS1614829011350,10,complex_similar,3,background,background,complex,complex_13_A,162.855,second half,1,background,5,NA
SS1614829011350,10,complex_similar,4,background,background,complex,complex_13_A,44994.03,second half,1,background,5,NA
SS1614829011350,10,complex_similar,5,similar deviant,deviant,complex,complex_13_B,278.895,second half,1,first_deviant,5,NA
SS1614829011350,10,complex_similar,6,background,background,complex,complex_13_A,3792.845,second half,1,background,5,NA
SS1614829011350,11,simple_dissimilar,1,background,background,simple,simple_13_A,716.19,second half,1,background,2,NA
SS1614829011350,11,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_19_B,12119.3,second half,1,first_deviant,2,NA
SS1614829011350,11,simple_dissimilar,3,background,background,simple,simple_13_A,138.625,second half,1,background,2,NA
SS1614829011350,11,simple_dissimilar,4,background,background,simple,simple_13_A,212.14,second half,1,background,2,NA
SS1614829032806,0,simple_similar,1,background,background,simple,simple_09_B,4135.76,first half,2,background,2,6
SS1614829032806,0,simple_similar,2,similar deviant,deviant,simple,simple_09_A,5997.53,first half,2,first_deviant,2,6
SS1614829032806,0,simple_similar,3,background,background,simple,simple_09_B,3893.79,first half,2,background,2,6
SS1614829032806,0,simple_similar,4,background,background,simple,simple_09_B,17996.085,first half,2,background,2,6
SS1614829032806,0,simple_similar,5,background,background,simple,simple_09_B,8123.685,first half,2,background,2,6
SS1614829032806,0,simple_similar,6,similar deviant,deviant,simple,simple_09_A,2821.78,first half,2,second_deviant,2,6
SS1614829032806,1,complex_dissimilar,1,background,background,complex,complex_01_A,1821.74,first half,0,background,NA,NA
SS1614829032806,1,complex_dissimilar,2,background,background,complex,complex_01_A,1896.885,first half,0,background,NA,NA
SS1614829032806,1,complex_dissimilar,3,background,background,complex,complex_01_A,1458.6,first half,0,background,NA,NA
SS1614829032806,1,complex_dissimilar,4,background,background,complex,complex_01_A,1434.79,first half,0,background,NA,NA
SS1614829032806,2,complex_dissimilar,1,background,background,complex,complex_11_A,1623.02,first half,1,background,3,NA
SS1614829032806,2,complex_dissimilar,2,background,background,complex,complex_11_A,1342.655,first half,1,background,3,NA
SS1614829032806,2,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_17_B,902.83,first half,1,first_deviant,3,NA
SS1614829032806,2,complex_dissimilar,4,background,background,complex,complex_11_A,1629.695,first half,1,background,3,NA
SS1614829032806,3,complex_similar,1,background,background,complex,complex_07_B,828.11,first half,0,background,NA,NA
SS1614829032806,3,complex_similar,2,background,background,complex,complex_07_B,754.575,first half,0,background,NA,NA
SS1614829032806,3,complex_similar,3,background,background,complex,complex_07_B,1476.09,first half,0,background,NA,NA
SS1614829032806,3,complex_similar,4,background,background,complex,complex_07_B,1157.475,first half,0,background,NA,NA
SS1614829032806,3,complex_similar,5,background,background,complex,complex_07_B,901.615,first half,0,background,NA,NA
SS1614829032806,3,complex_similar,6,background,background,complex,complex_07_B,1342.385,first half,0,background,NA,NA
SS1614829032806,4,simple_dissimilar,1,background,background,simple,simple_04_B,4727.895,first half,1,background,6,NA
SS1614829032806,4,simple_dissimilar,2,background,background,simple,simple_04_B,1031.925,first half,1,background,6,NA
SS1614829032806,4,simple_dissimilar,3,background,background,simple,simple_04_B,989.285,first half,1,background,6,NA
SS1614829032806,4,simple_dissimilar,4,background,background,simple,simple_04_B,1550.06,first half,1,background,6,NA
SS1614829032806,4,simple_dissimilar,5,background,background,simple,simple_04_B,1345.165,first half,1,background,6,NA
SS1614829032806,4,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_02_A,1027.515,first half,1,first_deviant,6,NA
SS1614829032806,5,complex_similar,1,background,background,complex,complex_10_B,1172.31,first half,2,background,2,5
SS1614829032806,5,complex_similar,2,similar deviant,deviant,complex,complex_10_A,1784.145,first half,2,first_deviant,2,5
SS1614829032806,5,complex_similar,3,background,background,complex,complex_10_B,1942.325,first half,2,background,2,5
SS1614829032806,5,complex_similar,4,background,background,complex,complex_10_B,1730.005,first half,2,background,2,5
SS1614829032806,5,complex_similar,5,similar deviant,deviant,complex,complex_10_A,1742.13,first half,2,second_deviant,2,5
SS1614829032806,6,complex_dissimilar,1,background,background,complex,complex_15_B,1342.8,second half,1,background,3,NA
SS1614829032806,6,complex_dissimilar,2,background,background,complex,complex_15_B,818.105,second half,1,background,3,NA
SS1614829032806,6,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_19_A,2159.87,second half,1,first_deviant,3,NA
SS1614829032806,6,complex_dissimilar,4,background,background,complex,complex_15_B,1005.145,second half,1,background,3,NA
SS1614829032806,6,complex_dissimilar,5,background,background,complex,complex_15_B,516.09,second half,1,background,3,NA
SS1614829032806,6,complex_dissimilar,6,background,background,complex,complex_15_B,936.235,second half,1,background,3,NA
SS1614829032806,7,simple_similar,1,background,background,simple,simple_18_A,32631.865,second half,2,background,3,5
SS1614829032806,7,simple_similar,2,background,background,simple,simple_18_A,441.26,second half,2,background,3,5
SS1614829032806,7,simple_similar,3,similar deviant,deviant,simple,simple_18_B,2030.625,second half,2,first_deviant,3,5
SS1614829032806,7,simple_similar,4,background,background,simple,simple_18_A,2157.55,second half,2,background,3,5
SS1614829032806,7,simple_similar,5,similar deviant,deviant,simple,simple_18_B,938.28,second half,2,second_deviant,3,5
SS1614829032806,7,simple_similar,6,background,background,simple,simple_18_A,727.865,second half,2,background,3,5
SS1614829032806,8,simple_dissimilar,1,background,background,simple,simple_01_B,1962.785,second half,1,background,5,NA
SS1614829032806,8,simple_dissimilar,2,background,background,simple,simple_01_B,1755.935,second half,1,background,5,NA
SS1614829032806,8,simple_dissimilar,3,background,background,simple,simple_01_B,2170.34,second half,1,background,5,NA
SS1614829032806,8,simple_dissimilar,4,background,background,simple,simple_01_B,1274.95,second half,1,background,5,NA
SS1614829032806,8,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_05_B,3051.425,second half,1,first_deviant,5,NA
SS1614829032806,9,simple_dissimilar,1,background,background,simple,simple_20_B,1675.93,second half,2,background,3,7
SS1614829032806,9,simple_dissimilar,2,background,background,simple,simple_20_B,1948.155,second half,2,background,3,7
SS1614829032806,9,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_10_A,1085.11,second half,2,first_deviant,3,7
SS1614829032806,9,simple_dissimilar,4,background,background,simple,simple_20_B,1822.745,second half,2,background,3,7
SS1614829032806,9,simple_dissimilar,5,background,background,simple,simple_20_B,1660.43,second half,2,background,3,7
SS1614829032806,9,simple_dissimilar,6,background,background,simple,simple_20_B,1775.34,second half,2,background,3,7
SS1614829032806,9,simple_dissimilar,7,dissimilar deviant,deviant,simple,simple_10_A,2169.555,second half,2,second_deviant,3,7
SS1614829032806,10,simple_similar,1,background,background,simple,simple_13_B,758.275,second half,1,background,2,NA
SS1614829032806,10,simple_similar,2,similar deviant,deviant,simple,simple_13_A,867.87,second half,1,first_deviant,2,NA
SS1614829032806,10,simple_similar,3,background,background,simple,simple_13_B,862.03,second half,1,background,2,NA
SS1614829032806,10,simple_similar,4,background,background,simple,simple_13_B,816.17,second half,1,background,2,NA
SS1614829032806,11,complex_similar,1,background,background,complex,complex_20_A,1223.945,second half,1,background,5,NA
SS1614829032806,11,complex_similar,2,background,background,complex,complex_20_A,1827.925,second half,1,background,5,NA
SS1614829032806,11,complex_similar,3,background,background,complex,complex_20_A,1661.755,second half,1,background,5,NA
SS1614829032806,11,complex_similar,4,background,background,complex,complex_20_A,1684.53,second half,1,background,5,NA
SS1614829032806,11,complex_similar,5,similar deviant,deviant,complex,complex_20_B,1726.69,second half,1,first_deviant,5,NA
SS1614829036738,0,complex_dissimilar,1,background,background,complex,complex_01_B,706,first half,2,background,2,5
SS1614829036738,0,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_16_A,770,first half,2,first_deviant,2,5
SS1614829036738,0,complex_dissimilar,3,background,background,complex,complex_01_B,124.0000001,first half,2,background,2,5
SS1614829036738,0,complex_dissimilar,4,background,background,complex,complex_01_B,1275,first half,2,background,2,5
SS1614829036738,0,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_16_A,94.00000004,first half,2,second_deviant,2,5
SS1614829036738,1,simple_similar,1,background,background,simple,simple_18_A,128552,first half,1,background,3,NA
SS1614829036738,1,simple_similar,2,background,background,simple,simple_18_A,139.9999999,first half,1,background,3,NA
SS1614829036738,1,simple_similar,3,similar deviant,deviant,simple,simple_18_B,133.9999998,first half,1,first_deviant,3,NA
SS1614829036738,1,simple_similar,4,background,background,simple,simple_18_A,110.0000001,first half,1,background,3,NA
SS1614829036738,2,simple_dissimilar,1,background,background,simple,simple_07_B,117119,first half,2,background,2,6
SS1614829036738,2,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_04_B,531,first half,2,first_deviant,2,6
SS1614829036738,2,simple_dissimilar,3,background,background,simple,simple_07_B,117.0000001,first half,2,background,2,6
SS1614829036738,2,simple_dissimilar,4,background,background,simple,simple_07_B,140.9999998,first half,2,background,2,6
SS1614829036738,2,simple_dissimilar,5,background,background,simple,simple_07_B,1225,first half,2,background,2,6
SS1614829036738,2,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_04_B,485.0000001,first half,2,second_deviant,2,6
SS1614829036738,3,complex_dissimilar,1,background,background,complex,complex_15_B,5901,first half,0,background,NA,NA
SS1614829036738,3,complex_dissimilar,2,background,background,complex,complex_15_B,277.9999999,first half,0,background,NA,NA
SS1614829036738,3,complex_dissimilar,3,background,background,complex,complex_15_B,71.99999993,first half,0,background,NA,NA
SS1614829036738,3,complex_dissimilar,4,background,background,complex,complex_15_B,121,first half,0,background,NA,NA
SS1614829036738,4,simple_dissimilar,1,background,background,simple,simple_07_A,429,first half,2,background,4,5
SS1614829036738,4,simple_dissimilar,2,background,background,simple,simple_07_A,63.00000008,first half,2,background,4,5
SS1614829036738,4,simple_dissimilar,3,background,background,simple,simple_07_A,162,first half,2,background,4,5
SS1614829036738,4,simple_dissimilar,4,dissimilar deviant,deviant,simple,simple_03_A,154.9999998,first half,2,first_deviant,4,5
SS1614829036738,4,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_03_A,112,first half,2,second_deviant,4,5
SS1614829036738,5,simple_similar,1,background,background,simple,simple_16_A,627.0000001,first half,2,background,2,4
SS1614829036738,5,simple_similar,2,similar deviant,deviant,simple,simple_16_B,1050,first half,2,first_deviant,2,4
SS1614829036738,5,simple_similar,3,background,background,simple,simple_16_A,730,first half,2,background,2,4
SS1614829036738,5,simple_similar,4,similar deviant,deviant,simple,simple_16_B,551,first half,2,second_deviant,2,4
SS1614829036738,6,complex_similar,1,background,background,complex,complex_19_B,723.9999999,second half,2,background,3,4
SS1614829036738,6,complex_similar,2,background,background,complex,complex_19_B,987.9999999,second half,2,background,3,4
SS1614829036738,6,complex_similar,3,similar deviant,deviant,complex,complex_19_A,125.9999999,second half,2,first_deviant,3,4
